word,raw_frequency
inverse,2
parmi,2
aides,1
mouvements,1
attentif,1
montagnes,1
etats,7
oiseau,1
répété,1
impuissants,1
serons,1
présidente,1
coûts,1
seront,5
divergents,1
garantie,1
extérieur,1
fonctionnaires,1
gagneront,1
peuple,29
chômeurs,1
voyez,11
casuiste,1
moraux,1
presse,9
actuellement,4
esprits,2
stratégie,1
agriculteurs,5
amsterdam,2
regimber,1
dispositif,2
constate,4
phénomènes,2
grenade,2
vendre,1
après,21
bureau,1
aphatie,1
accords,2
certainement,4
représenter,1
policiers,5
baignent,1
critère,1
temporaire,1
mordus,1
pontage,2
intervenus,1
tactique,1
douloureuse,1
moyenne,2
embarrassé,1
liquidé,1
pourquoi,5
représente,1
action,6
probable,2
socialiste,1
intervenue,1
entrainerait,1
intrusion,1
double,3
rachète,1
réponds,2
morts,4
mesures,2
passée,1
grandiose,1
ampleur,1
traiter,2
fille,2
passés,2
décisif,1
conduisait,1
avons,24
montrer,1
étonner,1
reçus,1
importantes,1
française,21
clandestins,2
préalablement,1
généralement,4
proposition,1
bateau,1
constaté,2
commission,3
cinq,1
administratives,1
impulsion,1
traité,4
clarifie,1
édifice,1
libres,1
disent,11
prenne,1
bénéfiques,1
petit,11
budget,2
monté,2
synthèse,2
piégé,1
astuce,2
circuits,1
quelque,34
progressif,1
souvent,6
pensée,4
géopolitiquement,1
tentation,1
souhaitez,1
niveau,4
lequel,8
souhaiter,1
rédigé,1
sympathie,1
arrive,2
bouton,1
alsace,1
adresser,1
étonnant,1
opéra,3
signature,2
historiques,2
chômage,5
bretonnes,1
insensible,1
pesc,1
alphabétique,1
étoffe,1
centre,1
présidents,1
formidable,1
europe,59
propositions,4
prostate,3
statistiques,1
tabassé,1
commissaires,2
pierre,1
actuel,2
repli,1
surpris,1
signés,1
révéler,2
élections,11
cavalerie,1
existe,5
interprétation,2
retour,2
persécutions,1
incendiaire,2
pratiqué,1
chargés,2
apprenaient,1
étrangères,2
disons,1
rares,1
concurrents,2
faute,2
étranger,2
unilatéral,1
humains,1
inviter,2
appartiendra,1
invitez,6
opération,4
inquiétudes,1
arrivé,2
convient,1
manifestations,4
maîtriser,2
vecteur,1
vérité,8
expliquera,2
pacificatrices,1
observe,1
lire,1
connaitrez,1
télévision,7
certitude,1
dire,108
euro,8
vivant,1
grenades,1
oligarques,2
présenter,4
nécessaires,6
militaires,1
oublié,1
industrielle,1
exigence,1
trouverais,1
commentaire,2
serai,7
article,3
proposent,1
sérieusement,1
vivent,2
blessés,1
dérisoires,1
décembre,1
tsunami,1
arrivés,1
bile,1
impliquera,1
partir,7
partis,5
formation,2
très,1
compter,1
galois,1
appeler,6
partie,14
siècles,2
salles,1
courtoisie,1
invités,3
1913,1
exceptions,1
marges,1
éligible,1
occupation,5
censés,1
disqualifier,1
eglise,1
contrairement,1
compassionnelle,1
pinaillez,1
conséquence,2
offre,1
délocalisations,2
mais,80
tiers,2
villepin,2
représentez,1
confidentiels,1
disposer,3
croit,1
mobilisé,1
savons,1
débats,4
délèguent,1
loyauté,3
dépendante,1
heure,3
tant,10
énergie,1
lucides,1
circonstances,4
intimiderait,1
transport,1
voulez,22
amusant,1
entendront,1
campagne,15
maintenant,1
zorro,3
citoyen,2
sociaux,1
franchise,1
cohabité,1
nationaux,2
places,1
sera,34
stirbois,1
évidente,3
tragique,2
organisation,1
politiciens,1
sert,2
partons,2
complémentaire,1
lieu,1
malhonnêtes,1
affaire,9
confiant,1
structure,4
promettant,1
pluie,1
douaniers,1
discours,1
régime,1
vendanges,1
unissons,1
pitoyable,1
bœuf,1
irak,1
placement,1
cambuse,1
ronronnait,1
électricité,2
acceptera,1
parle,12
quiconque,2
envoyés,1
partagent,1
irlande,1
bonheur,2
relations,3
neutre,1
aiment,1
justes,1
torrents,3
demander,1
décadence,2
cotisants,1
raison,17
services,5
réclame,1
problèmes,4
échelle,1
type,1
fusionnés,1
auront,2
aurons,1
détermination,1
éthiques,1
mettons,1
licencié,1
avenir,8
normale,1
pouvez,1
entreposées,1
slovaquie,2
exercices,1
violent,1
reçoivent,1
vient,8
terrain,3
définition,1
perpétuer,2
psychologiquement,1
manichéenne,1
souhaitable,1
