first,second,likelihood_ratio
propre,pays,41.88592229207541
sécurité,sociale,26.470249746308976
quelques,mois,24.648868769072052
millions,pauvres,29.59877036453484
millions,euros,21.820651557570102
millions,immigrés,18.878956502022547
travailleurs,français,15.968463634111897
système,électoral,43.444840121215776
quelque,sorte,218.1702411495283
quelque,chose,67.69587376886193
forces,ordre,38.07463693118807
monde,travail,18.086848393555453
pensée,unique,37.20274887334688
choses,crois,18.915052920212727
protection,contre,37.2072472856431
etats,unis,110.44988168171712
français,abord,13.520901198539057
français,français,5.400833159452713
français,plus,2.1914289131170426
france,plus,6.486923942219297
économique,sociale,23.076419418410964
centaines,milliers,54.18039701648681
immigration,massive,32.35617663713073
immigration,peuplement,31.364418447301897
immigration,immigration,18.258956536983675
taxe,carbone,45.82727661420309
circonstances,exceptionnelles,50.88930892305923
allocations,familiales,50.88930892305923
préférence,nationale,130.6467706856991
préférence,étrangère,29.993248592943694
lutter,contre,36.09752564991993
plus,tard,42.26536860883294
plus,plus,32.96273263523635
plus,millions,17.007096220849277
beaucoup,plus,8.558991177651688
intransigeance,nationale,26.910918287490464
nous,avons,95.61221895997093
nous,sommes,63.06460239795066
président,république,121.68465328138942
président,front,12.822562157786816
peuple,france,13.906939736557364
union,européenne,95.56515193358669
ministère,intérieur,36.4430730540206
national,bien,5.8389872530748
identité,nationale,56.1961202657066
puisque,sommes,23.75995575024086
sentiment,national,27.189480872565714
service,public,39.098580146506286
lutte,contre,31.603464458602687
parlement,européen,80.00044161754174
économie,mondiale,27.964428228303532
saint,siffrein,66.54481768993612
regroupement,familial,55.3879900800097
taux,chômage,33.22000882688612
parle,parle,27.315138245047248
tiers,monde,34.56425395024474
apprenti,sorcier,55.3879900800097
crise,précédent,30.06943415598454
crise,économique,29.270531214641572
europe,bruxelles,30.41940375879839
gens,veulent,37.2072472856431
pays,europe,11.225263597268778
familles,françaises,34.1835278636173
crimes,délits,50.88930892305923
veut,dire,39.378249036502474
droits,homme,31.919123885867148
ouverture,gauche,44.359180453716036
certain,nombre,121.52984607626335
honneur,jeanne,29.993248592943694
politique,ouverture,23.486518286849996
faut,dire,11.429019442620978
mais,crois,9.828478754883323
intérêt,général,42.57207528496726
milliards,euros,65.40031022284374
printemps,2011,47.070223913290356
nationale,réponse,26.910918287490464
front,national,638.210058275641
faire,perdre,22.062742939120632
vous,savez,43.67546860159011
monsieur,besson,44.59653425344466
monsieur,sarkozy,19.62474043838805
élections,européennes,51.609701668239495
élections,régionales,41.93464029298022
chers,camarades,95.6230565672147
mesdames,messieurs,190.09808741234784
leurs,enfants,41.849092117526055
campagne,électorale,36.44307305402061
crois,crois,15.252469708750102
faits,divers,35.245815782511436
