first,second,likelihood_ratio
sécurité,intérieure,31.071513445671293
sécurité,prospérité,27.18292834406281
sécurité,sociale,25.52752016201807
sécurité,citoyens,19.172215672173515
sécurité,pays,9.38134808438376
classe,politique,80.60202340578938
euros,2005,23.16439925681482
euros,soit,18.817829370642237
euros,mais,14.384995735672616
avons,plus,8.413450620358963
lorsqu,était,22.71350206791874
décembre,2005,46.20044417421933
celle,permettre,20.93209816597355
installation,jeunes,41.00134251064488
partis,politiques,37.8538851050159
etats,unis,167.41328336566525
abord,bien,5.925532535284783
france,aime,18.83825817258019
france,notre,17.981005198104217
france,elle,7.143989390246875
france,toujours,5.237005375138067
france,france,3.6160332398508164
france,français,2.089675763263629
institutions,européennes,38.221485909505915
crois,crois,21.2224879053042
crois,problème,13.792804431173291
crois,certain,13.283701760734125
crois,justice,10.84369820532119
crois,faut,9.368361594092478
crois,français,3.370197194402949
lattre,tassigny,70.57114674819596
trouvent,travail,29.006055861139956
agricole,français,12.727257088533637
selon,lequel,27.404047336950025
retraite,heures,24.399505900503414
lutter,contre,64.52746288215891
guerre,mondiale,51.78376921996341
guerre,civile,51.16347752107665
guerre,froide,38.885794854791484
sarkozy,ségolène,20.46121313560324
dont,sait,18.070848139570444
école,nationale,20.10021163369899
industrie,agriculture,35.807655179457065
éducation,nationale,125.3866750158242
éducation,enfants,22.978144254492683
dans,perspective,48.383800615123484
dans,monde,15.826593215841946
peuple,français,156.51084351487034
peuple,toujours,20.961452320272947
peuple,france,18.00490445154761
peuple,peuple,17.245359459232795
problème,faut,18.933431296780565
voyez,bien,15.755038117116834
régler,problème,34.80509186991104
conseillers,régionaux,43.94732746158096
génocide,arménien,55.09496197031729
trois,quatre,29.19712616725812
trois,plus,13.371314793174577
leurs,enfants,32.39198169800504
leurs,parents,29.5945797733649
savent,bien,16.34452057215192
intellectuel,moral,38.351537627351306
dumping,social,39.51584257243813
unanimité,majorité,34.80509186991104
toujours,plus,21.10089485011705
plus,plus,45.31468178406068
plus,démunis,43.95184088322625
plus,tard,41.03547481736007
plus,fort,36.268997226289784
plus,nombreux,36.268997226289784
plus,assez,28.09963284826616
plus,faibles,27.563044873979898
plus,profond,26.356520326013623
plus,vite,24.16033610377359
plus,graves,21.88263602985922
plus,efficace,20.904311782642367
plus,longtemps,19.013485374360883
plus,confiance,18.647588945267255
plus,rapide,18.113147013544893
