first,second,likelihood_ratio
sécurité,sociale,69.28262337652227
sécurité,prospérité,31.747051039443477
sécurité,nationale,28.435051994855524
années,années,39.005792145148575
années,aujourd,10.327418256368528
crédit,lyonnais,74.86446412559049
rurale,équité,60.577289333344375
suppression,conscription,47.028967373540894
aides,sociales,83.77021382441177
prospérité,matérielle,35.99842646693529
prospérité,solidarité,26.25235785578232
présent,avenir,28.08045898032095
juridique,social,27.910275418988157
etats,unis,69.04317214967278
émeutes,novembre,48.555523699202126
france,vive,34.29825831030699
france,contemporaine,24.420750851705115
france,merci,18.79082345347501
france,perdu,13.28579152733512
france,mère,12.587962515843376
france,grande,8.053550922260449
france,chers,7.3018765751622094
france,demain,7.3018765751622094
france,pendant,6.271443725461861
france,avait,5.14830535262976
france,français,4.197866465921945
france,europe,3.908803184888275
france,pays,3.461785952271983
france,plus,2.7402857729237518
france,était,2.639456324426933
adoption,prénatale,52.145880708857675
communes,rurales,42.82861409673927
million,demi,45.55580759002988
million,rmistes,34.816737252334704
cent,mille,105.50855443298423
ainsi,pouvoir,22.45242676837072
être,ultra,95.97358907717162
allocations,familiales,90.79612425824001
scolarisation,enfants,32.37869747221982
folle,politique,39.17371165476331
extérieur,commun,34.81673725233471
appel,offre,86.26217468853315
peuple,français,125.43607176243725
peuple,souverain,40.96458588356501
peuple,france,13.551763418279076
chômeurs,réels,38.789947297749386
voyez,mesdames,39.005552644579566
toute,entière,51.6677183824949
toute,série,33.83503627222529
toute,conception,28.782896234741234
toute,évidence,28.782896234741234
toute,place,15.43840662391747
savent,lire,53.3880342402303
dumping,monétaire,56.99294406767503
rmistes,millions,31.8270819280132
terre,france,21.568456404397534
toujours,plus,29.82847681405965
regroupement,familial,143.5076149209211
bruxelles,veut,36.3732206079786
ministre,intérieur,144.68181152258813
ministre,socialiste,43.62463352625455
ministre,vichy,41.2896226942541
ministre,agriculture,22.05082828637244
ministre,éducation,21.63318821421243
excédentaire,1970,96.81365507017435
travail,effort,26.5934398433273
travail,famille,18.815794476776514
travail,entreprise,15.737495884756203
travail,immigration,8.341851233202835
travail,france,2.706607734507161
travail,plus,0.8844543840481882
désintégration,sociale,29.94266980096659
garder,souvenir,42.586250495516765
crimes,délits,80.33207740548222
tête,tête,33.585490867674714
traité,rome,106.54452979748558
traité,nice,36.69187217236699
traité,maastricht,32.12387272731051
cause,essentielle,29.21931682894666
criminalité,délinquance,37.17730899824986
après,guerre,16.075569876321243
après,année,15.731648864680503
choix,temps,22.79208360134298
résoudre,problème,31.678956674789667
produit,fiscal,60.577289333344375
gouvernement,socialiste,33.222214808607255
novembre,2005,35.9984264669353
sans,parler,36.44756685284368
cons,quences,59.10445458121383
chers,camarades,256.0437007770763
chers,amis,141.02541557845615
chers,compatriotes,133.50900988493643
puissance,publique,50.0215471730755
population,active,76.07708012151483
population,mondiale,34.90157343560589
population,française,14.629785409001204
sang,français,15.494110444325464
candidat,présidence,28.362168320714765
arracher,france,20.634020925409082
nicolas,sarkozy,229.5944850275955
nicolas,hulot,34.33539832968663
négociations,commerciales,45.416305652787884
cela,étant,63.32989307373671
moyenne,européenne,22.619322290709604
respecter,lois,32.03551521576088
matin,paysans,159.40384813367623
institutions,européennes,32.02556244777168
avenir,nation,15.036308459163077
avenir,france,12.214113211971068
états,unis,68.99125426893782
états,membres,45.606579393835176
doivent,garder,34.978949197910715
doivent,savoir,34.938316888672354
transports,lieux,41.79054478713278
effet,politique,5.890855551783281
effet,français,4.7342751023571115
imposé,europe,21.901578794470886
double,peine,46.077622730731804
assemblée,nationale,92.8731985559852
royal,bayrou,35.97603607889921
