word,raw_frequency
successeurs,1
présent,2
retirerais,1
parmi,1
aides,2
performante,1
également,2
demandé,2
années,5
prosélyte,1
aperçu,1
remarquer,1
départements,4
puissant,1
domaine,1
attendre,1
appui,1
répondu,2
affaiblie,1
empare,1
aillent,1
relation,1
seront,8
pratiquée,1
alliances,1
cruels,1
ronchons,1
peuple,10
carnaval,2
prémunir,1
mouvements,1
réserve,1
convaincre,1
actuellement,1
esprits,3
protestant,1
stratégie,3
disons,1
futur,1
étonnements,1
lourd,1
fondamentaux,1
déracinement,1
constate,5
phénomènes,1
raconter,1
cantonales,1
vicissitudes,1
définition,1
enfin,3
coutume,2
concentrée,1
perdre,3
immédiatement,1
martiales,1
moyen,5
certainement,3
représenter,1
policiers,3
nature,1
écrirai,1
prononce,1
corps,1
subrepticement,1
mettre,5
candidat,8
faits,1
nicolas,2
conforme,1
siècle,3
changeront,1
respecter,3
commence,1
attitude,1
exclut,1
pourquoi,5
débiles,1
action,4
honte,1
roms,2
révolte,1
utilise,1
réveiller,1
tapis,1
double,6
exceptionnel,1
revenus,1
chefs,1
tragique,1
général,4
illusion,2
morts,1
intermède,1
coupoles,1
mesures,3
passée,1
miraculeuse,1
marionnettes,1
ampleur,1
subissons,1
existence,4
régional,6
discrimination,4
brille,1
forts,2
graves,1
avons,11
trop,1
liens,1
faveurs,1
endroit,1
économie,1
croire,1
préférence,2
milliers,3
vieillit,1
beaumont,1
institutionnel,1
partisans,1
préalablement,1
généralement,3
chantent,1
nationalité,4
signal,1
proposerai,2
cinq,1
destiné,1
impulsion,1
prendre,7
roubaix,1
aristocratie,1
procès,1
libres,1
locale,1
disent,1
accordées,1
électoral,1
petit,3
insupportable,1
notant,1
récuse,1
posé,1
expriment,1
exemple,4
suffira,1
quelque,5
principes,3
souvent,2
ouverture,4
paca,1
corde,1
essentielle,1
lourde,2
lequel,3
arrive,1
garde,1
dirai,1
grave,1
adresser,1
mémoires,1
choc,1
1998,1
description,1
retirer,1
parlent,1
lèvres,1
regroupement,1
celui,7
particulièrement,2
précisément,1
voyez,4
profit,1
perspectives,1
esprit,3
pouvons,2
"…..""",1
europe,13
récoltes,1
propositions,1
poursuite,1
favorable,2
chrétiens,1
pierre,2
conséquences,1
prière,1
développés,1
gratuit,1
nouveauté,1
libérait,1
subalternes,1
faculté,1
participent,1
rapproché,1
agent,1
drapeau,2
associations,1
ségolène,1
existe,1
mariani,1
retour,1
moitié,1
avez,3
chargés,1
boboïsée,1
chômage,5
élection,3
humaine,1
conquérant,1
pose,7
bendit,1
derrière,1
énorme,1
démarchage,1
vertus,1
notion,1
étranger,2
posées,1
collectif,1
collines,1
sceptre,1
envisagés,1
organiser,1
discute,1
utiliser,1
assez,4
fixer,1
croirait,1
asservissement,1
marie,8
ouvertement,1
impérieuse,1
vérité,5
intention,2
propre,1
mauvais,2
incompétence,1
quelques,6
involontaire,1
lacordaire,1
croyants,1
déclarations,1
cages,1
émietta,1
lire,1
dépliant,1
sommes,7
dois,4
auront,1
dire,34
folies,1
puisqu,1
présenter,2
effondrer,1
tentée,1
issus,1
manquer,1
usurpations,1
meurtrie,1
trouverais,1
vous,8
lors,1
algériens,2
responsabilités,5
sordide,1
davantage,1
serai,3
précipice,1
immense,2
séquence,1
oublier,3
réjouis,2
servent,1
classe,1
abîme,3
inscrit,1
élite,2
tréfonds,1
gravement,1
place,7
apparaissent,1
locales,1
partis,3
formation,1
bourdin,3
effraie,1
partie,1
siècles,2
taxe,1
soumettra,1
regroupements,1
victimaires,1
proportionnelle,1
usines,1
guerre,2
relate,1
péage,1
saturation,1
désigner,1
voix,2
douter,1
contrairement,1
guaino,1
couleurs,1
formuler,1
aimons,1
sarkozy,13
vois,2
conséquence,2
fréquentent,1
montrer,1
étudié,2
sociales,2
parlé,1
plus,56
langue,1
bandes,2
tiers,2
emprunté,1
élections,3
expérience,2
proposées,1
grands,2
assurance,1
réussir,1
bompard,4
travaille,2
complexes,1
lâche,1
après,2
duel,1
revendication,1
inverser,1
familles,2
heure,1
tant,9
unes,1
voulue,1
sacrifices,1
compte,7
émoustillante,1
circonstances,1
genre,3
procède,2
voulez,4
amusant,1
campagne,6
dérapages,1
apparaitre,1
citoyen,1
sociaux,1
manifestation,1
emprunteur,1
publics,1
nationaux,1
adversaires,1
supprimé,1
sera,7
évidente,1
attitudes,1
décorations,1
charles,1
organisation,4
tatouages,1
politiciens,1
miens,1
répondre,4
connaît,2
accepte,1
passé,2
quatre,4
affaire,2
hommes,1
pacha,3
ville,2
satisfont,1
présomption,3
discours,2
régime,1
etat,8
rapporte,1
puisque,8
république,6
réfléchi,1
progresser,1
présentent,2
créer,1
sincèrement,1
échappe,1
rapprocher,1
posent,1
parle,4
coureur,1
côtés,1
voulu,3
afghan,1
encouragé,1
population,6
basculement,1
fragiles,1
aurons,1
caractère,2
longuet,1
décadence,1
objective,1
responsabilité,4
raison,3
assurés,2
volent,1
problèmes,8
consenti,1
émeute,1
viennent,8
pouvez,2
présidentiable,1
charge,1
révélateur,1
perte,1
abord,3
avenir,2
coups,2
arabe,2
irriguer,1
triple,1
reçoivent,1
vient,2
vision,1
myrha,1
nomination,1
mouvement,4
identique,1
émerger,1
faiblissons,1
visiblement,2
habitants,3
sélectionné,1
islam,4
longue,1
insuffisants,1
beaucoup,18
livraison,1
déliquescence,1
femme,1
niveau,2
regarde,2
utile,1
connu,1
analyse,1
personnalités,1
strictement,1
retraite,2
seuil,1
nombre,6
vaste,1
gens,23
multipliera,1
barbaries,1
umps,1
société,4
casser,1
sensibiliser,1
destructeur,1
pacification,1
idée,3
actif,1
montre,1
trouver,1
obtenir,1
probablement,3
renoncer,1
chargé,1
voulait,1
couper,1
rester,1
garants,1
dépasser,1
dirais,3
minoritaires,1
dirait,2
moyens,2
durant,1
engage,1
bunkeriser,1
prends,2
courir,1
fonctions,1
passage,1
concrètement,1
incident,1
durs,1
avocat,1
émergence,1
suis,24
ségur,1
instauration,1
morceaux,1
glorification,1
évoquer,2
était,18
complet,1
dure,1
étais,1
continuerai,1
victorieusement,1
entièrement,1
établissent,1
gaulle,2
thème,1
craignent,1
chargent,1
circulation,1
réaliser,1
sort,1
admettez,1
affubler,1
errant,1
issue,1
vote,4
obéi,1
prochaines,1
peur,1
reconnais,1
moment,9
bossi,1
millions,9
comprends,1
hypothèse,2
tenir,2
algérie,4
tombeaux,1
caractérise,1
opérant,1
risquer,1
occasion,3
mesure,2
combattons,1
éléments,1
revivre,1
déclaration,2
disponibles,1
pouvoirs,1
formalisés,1
cannebière,1
contre,8
connaître,1
considérées,1
dissolvent,1
montré,4
mêmes,2
législatives,1
balles,1
organisations,2
pupille,1
venir,2
combat,3
produire,1
appareil,3
fleurs,1
woerth,1
émeutes,1
planquer,1
voute,1
adhérents,3
patriotes,1
harmonie,1
course,1
choses,5
mettent,1
dérisoire,1
fixés,1
aggravation,1
votons,1
chirac,1
illustre,1
hostile,1
laisse,1
chiffres,3
balle,1
professionnels,1
école,2
traiter,3
appel,1
saluer,2
préfets,1
détachent,1
envoyer,6
surdoué,1
bledards,1
raid,1
anciennes,1
historien,1
tient,2
affaires,1
arrivant,1
projet,1
époque,1
diminuées,1
fondamentales,1
machine,1
facto,1
personnalité,2
prérogatives,2
cagoule,1
prend,5
rues,3
infamie,3
roues,1
cachait,1
voter,1
communication,2
discipline,1
occuper,1
huit,1
sans,1
innocent,1
dérouler,1
chers,3
coup,1
puissance,1
insécurité,5
acceptons,1
massivement,1
cela,1
présidentiels,1
fonctionnement,3
matin,1
entends,1
populations,1
exercées,1
doivent,3
défend,3
table,1
cosmopolite,2
burqa,2
promis,2
britannique,1
reposer,1
vivrait,1
briller,1
notre,3
outil,2
schéma,1
attendant,1
conseil,3
lumière,2
abstenir,1
femmes,3
construire,2
notamment,2
unique,1
domenech,1
diversion,1
records,1
français,31
espèce,1
partages,1
erdogan,1
colomb,1
volonté,1
certains,1
marins,1
compromis,1
christianisme,2
premier,10
gauche,9
chance,1
recruter,1
tiens,2
puisse,3
maire,1
française,4
terreur,1
quinze,2
entrés,1
justice,5
front,29
saut,1
cohn,1
précédés,1
aujourd,7
cessé,1
apprend,1
disposition,1
vingt,2
scandaleux,1
entrée,3
permettre,4
sauf,2
reconnaître,2
froid,1
admets,1
court,1
italienne,1
schisme,1
tromper,2
logement,3
taxes,1
taxer,1
vers,2
africains,1
colonisation,1
exposés,1
citoyens,5
puissent,1
libre,1
porte,5
massive,2
aime,1
gouvernementales,1
président,17
absolument,6
électeurs,2
apparait,4
noirs,2
commencent,3
écrivent,1
françois,2
désenclaver,1
prennent,1
chèque,1
service,1
embastillait,1
âmes,2
beau,1
féodal,1
jacques,1
1986,2
renier,1
maladroit,1
abaissement,1
production,1
détournera,1
européens,2
députation,2
acheter,1
autobus,1
sympathique,2
relégation,1
socialiste,2
pillages,1
connaissons,2
interviennent,1
avis,5
heureusement,1
indignes,1
mortelle,1
mobilisateur,1
aide,1
traité,1
diriger,1
déjà,7
auxquels,1
concurrence,2
tombera,1
temps,5
achète,1
rentrer,2
étonnant,3
médiatique,1
tradition,1
autoproclamée,1
passionnés,1
caves,3
honneurs,1
parti,17
villages,1
juridictions,1
famille,5
découle,2
étrangères,1
querelleur,1
simplement,2
avions,2
extraordinaire,4
ailleurs,21
entrer,3
jours,1
mosquées,4
brutalité,1
réduites,1
catégorie,1
désemparée,1
approfondis,1
parait,4
ruine,1
parfaire,3
jean,8
belle,1
possibilités,1
marseillaise,1
avait,22
annonce,2
agir,2
fossoyeur,1
agit,2
avais,5
connais,2
modes,1
remplacement,1
conglomérat,1
lieu,1
officier,1
explosion,1
intérieur,4
humiliée,1
planétaire,1
clarté,1
battre,1
profonds,1
pourri,1
hymne,1
compétition,1
éveilleurs,1
petits,1
performant,1
traditionnel,1
fellaghas,1
connaissance,1
ordre,2
spécialement,1
ipso,1
petite,2
accord,6
féminisation,1
rassemblement,1
entreprise,1
aspect,2
prêchant,1
génie,2
pourrait,3
anathème,2
pauvreté,1
juridiques,1
pourrais,1
américains,1
emporter,1
burqas,1
jeanne,4
bonnes,1
seuls,1
débordements,1
principaux,1
histoire,14
examens,1
selon,3
expliquer,1
papiers,1
exorbitantes,1
région,9
directement,1
condamnés,2
familiale,1
excusez,1
jetant,1
reste,2
apparaître,1
trois,2
rage,1
presque,2
écurie,3
candidats,3
face,5
contrats,1
découvrir,1
expliquent,1
mieux,6
invasion,1
tour,2
tous,2
candidate,2
voudrais,3
galinier,1
tout,1
récit,1
questions,6
étrangers,6
appelle,2
techniques,2
rappelé,1
laquelle,3
déstructurés,1
reflet,2
étonnent,1
bien,38
devait,1
cadres,1
argent,2
connue,1
malek,2
nouvelle,4
rase,1
désirés,1
sensibles,3
quelqu,2
fixé,1
importants,1
systématique,1
conclure,1
montrant,1
chef,2
continue,4
immigrationniste,1
dieu,2
représente,1
glomérat,1
consentis,1
impuissance,1
première,4
chez,6
présidentielle,12
parents,2
jamais,11
climatique,2
amènent,1
vocation,3
violentées,1
marasme,1
gloire,1
afghans,8
tripotages,1
affiche,1
appuyant,1
poings,1
efficace,1
scandaleuses,1
prétention,1
nécessaire,1
hein,1
réinsuffler,1
fonction,1
banlieusards,1
paraissait,1
changent,1
gagnante,1
pendant,5
incohérentes,1
coutumes,1
fardeau,1
confond,1
pied,1
étonne,1
sentir,1
soviétique,1
afghanistan,1
sinon,1
autant,3
right,2
arme,1
croyez,3
chose,5
poser,2
culture,1
débâcle,1
submergé,1
année,1
avantage,2
allons,1
conseiller,3
succès,2
conditions,2
extraordinairement,2
remarquable,1
savez,7
maroc,1
travailleurs,1
ridicule,1
caste,1
pour,8
étrangère,2
ponctuel,1
phénomène,3
réponds,1
admettre,1
propos,1
estivale,1
espace,4
roumains,1
dise,1
courage,1
armée,1
dotées,1
montrons,1
renseignement,1
militant,2
violences,1
qualifient,1
deuxième,4
métro,2
rayonnant,1
contrôle,1
taxé,1
armés,1
liste,3
exiger,1
important,1
entreraient,1
unité,3
sentimentalement,1
décisions,1
touchent,1
pratiquement,6
indemnités,1
qualité,3
domicilié,1
étant,2
vraisemblablement,1
financière,2
pacifique,2
voyons,1
égard,2
activement,1
contrôles,1
extravagant,1
populaire,2
plutôt,2
milliards,2
mirobolante,1
soumis,1
motivés,1
triomphe,1
participer,1
cette,4
constater,1
ensemble,3
interrogation,1
ayant,1
donné,2
sérieuse,1
chroniques,1
gagnent,1
françaises,1
interdirait,1
savait,1
alors,4
aimez,1
savais,1
retire,2
connaissait,1
événements,1
rubrique,1
anglais,2
cité,2
quelconque,1
légion,1
pauvres,4
assurent,1
gorge,1
page,1
conduit,1
sortie,1
tours,1
pétrole,1
possibles,1
exercer,1
évident,3
sortir,4
contrat,1
entiers,1
identité,3
interdit,3
minarets,2
intervient,1
somptueux,1
supplétifs,1
crois,32
militante,2
titre,1
toulon,2
portails,1
démographe,1
ouvert,1
peuples,2
gouvernements,2
formidable,2
magnifique,1
pays,37
réfère,2
militants,3
faisons,1
trompons,1
actualité,1
insolence,1
série,1
corruptrice,1
oublions,1
semblait,1
remettre,3
amènera,1
ordonné,1
diffamation,1
précise,1
2011,2
2010,2
flux,1
gilets,1
inquiète,1
parfaitement,2
envoyé,2
cadence,2
élément,2
fondateur,2
francs,1
dizaines,3
formule,2
terre,1
amérique,3
gigantesque,1
retirée,1
gesticulations,1
attendez,2
posait,2
france,29
sûre,1
travaillent,1
devront,2
lancée,2
subissent,1
intéressera,1
analyses,1
solide,1
mains,1
pire,3
disparition,2
lundi,1
surtout,3
européen,4
christophe,1
rendre,1
défilé,2
efforcé,1
cadeau,2
radio,1
toujours,7
collective,1
ligue,5
gares,1
élire,3
solennellement,1
honneur,2
poètes,1
discussions,1
manqué,1
erreurs,1
victime,1
égales,1
dédaigne,1
résoudre,2
niveleur,1
gouvernement,12
inquiétantes,1
ruses,1
lancé,2
carrément,2
clamer,1
disant,1
guiniot,1
opinion,2
ouvrira,1
sources,1
regretter,1
celles,3
entreprises,1
abandons,1
incertaine,1
saisons,1
renverse,1
rassemblés,1
menacés,1
saurait,1
transports,4
corpo,1
cathédrale,2
communauté,1
individus,2
celle,2
vraiment,2
chrétienne,1
perdu,1
voilà,14
booster,2
bientôt,2
attacherai,1
propose,1
mode,1
travail,7
semaines,1
pencher,1
faible,2
brisent,1
contenu,1
intacte,1
inaccessible,1
masque,1
islamisme,2
communautés,2
économique,2
arabes,1
religion,13
positive,2
marchons,1
évangile,1
matière,3
soient,3
démographique,2
violemment,1
importance,1
parcouru,1
allez,2
tourne,1
chiffre,2
jusqu,2
grandeur,3
inclinaison,1
jeune,1
efforce,1
interne,2
lance,1
complexe,1
bougnoule,2
mise,2
chaque,1
candidature,3
défendre,4
turquie,2
rapport,2
libérales,1
influences,1
