first,second,likelihood_ratio
millions,voix,23.989308919293624
quelque,sorte,149.27581306245654
somme,toute,33.67655025085491
bruno,gollnisch,41.392702902132996
plus,loin,36.064248201018934
plus,grande,17.519244002313346
élection,présidentielle,50.389656802716736
compte,tenu,28.62310338935713
jacques,chirac,74.5130448926214
avocat,général,34.10209530851577
suis,quelque,17.699040970101894
suis,plus,8.269679825493782
différence,entre,32.207189068037074
cause,principale,45.890975645766275
vais,dire,18.332755057400252
dois,dire,23.338142510704234
certain,nombre,127.36609703967409
politique,française,20.586122712519177
assemblée,nationale,37.574434969286216
voit,bien,20.977803894807806
racisme,anti,59.87991170654835
quatre,millions,30.052726298973397
bureau,politique,21.816362446778093
beaucoup,autres,34.83886792696019
beaucoup,plus,14.530095703901193
savez,bien,9.022965328390754
front,national,347.5371650835315
trois,semaines,40.828943336910136
nombre,sujets,25.40773133347618
bien,évident,42.55573257381055
bien,évidemment,33.39884844513868
bien,aurait,12.207676078365767
président,république,47.51664664632852
première,mesure,29.229851863185715
vous,avez,31.051510929000536
vous,savez,31.051510929000536
vous,croyez,27.30377800492939
peux,dire,36.04631147468307
deuxième,tour,33.75780169116237
europe,europe,16.69134837454503
jean,marie,64.88393594192806
premier,tour,33.75780169116237
premier,ministre,27.07454035872148
insécurité,chômage,34.10209530851577
moment,donné,35.84142130706231
ministre,intérieur,39.85730781883545
