first,second,likelihood_ratio
campagnes,électorales,39.19951420971626
chef,etat,31.485783412346677
liberté,politique,14.855638704678883
jacques,chirac,35.345837343434965
plus,nombreux,29.77629202919825
plus,plus,13.58934505263187
affaire,carpentras,24.193358930503038
homme,politique,20.62364544605846
nous,sommes,55.39561385634864
nous,avons,28.687061760811424
michel,rocard,31.38505243516674
bande,quatre,45.92881910911932
assemblée,nationale,40.552807308614895
retenus,irak,38.97024523676316
intérêt,français,22.73538394913104
contre,front,25.229409975507295
heure,vérité,34.13991820185376
harlem,désir,50.427500266069785
bureau,politique,25.64780346792726
front,national,316.36967972458444
conseil,national,24.952562782710196
parti,communiste,30.659789458017322
moyen,orient,73.52881436074438
fausses,factures,50.427500266069785
peuple,français,21.532358429118162
françois,mitterrand,51.47416568771411
premier,ministre,25.342013920585735
immunité,parlementaire,42.10973409935044
quelques,jours,33.11643228732611
aide,dieu,40.866786800263185
