word,raw_frequency
dévotion,1
salaires,1
réservé,2
votation,1
suppression,1
également,4
demandé,2
escamoter,1
années,2
aidez,1
perdre,1
etats,4
départements,1
communes,1
écho,1
appui,1
répété,1
humblement,1
continent,2
serons,2
frontières,3
solidement,1
empare,1
parmi,1
velléités,1
seront,1
approfondi,1
points,1
kong,2
certes,3
limita,1
décadence,2
fonctionnaires,8
souligner,1
peuple,6
tourner,1
présidents,1
actuel,3
originalité,1
actuellement,1
audience,2
purement,2
cette,1
titres,1
faute,4
bleu,1
décidées,1
confortable,1
bastions,1
culturelle,1
énarques,2
collègue,1
allant,1
sélectionnons,1
enfin,4
bénévole,1
dynamisme,2
destin,1
périphériques,1
après,10
combattue,1
accords,1
représenter,2
coupable,1
places,2
démocraties,1
asservir,1
hommes,5
acceptant,1
traits,1
occultées,1
régaliennes,1
mettre,2
racisme,1
énorme,1
puissante,1
type,2
!...,3
borner,1
croissante,1
siècle,1
bords,1
total,2
pourquoi,4
implanté,1
style,1
action,7
politiques,2
urss,1
sincèrement,1
socialiste,5
charcutages,1
repousser,1
imposé,1
horreur,1
pompier,1
assemblée,13
lancer,1
chefs,2
éluder,1
indigner,2
ratification,1
général,3
venue,1
inflationniste,1
baisse,1
précieux,1
emparé,1
mesures,1
universelle,3
monstrueux,1
grandiose,1
significatives,1
dupont,3
traiter,1
affaires,2
pressé,2
occultes,1
actuelle,5
achat,1
entre,14
prolétaire,1
graves,1
avons,10
seul,3
saint,1
présidente,1
étonner,1
économie,2
compromis,1
importantes,1
milliers,1
sénat,3
tares,1
lorrain,1
vingt,1
partisans,1
soutenant,1
prestigieuse,1
seules,1
voulues,1
sièges,6
lesquelles,1
fais,1
octobre,1
cinq,2
concitoyens,1
moyens,5
parti,4
préparé,1
convenablement,1
voterez,2
entourage,2
accordé,2
vent,1
électoral,3
représentait,1
centaines,1
abbé,1
petit,1
budget,4
collectivité,1
faim,1
confirmer,1
palais,4
refoulés,1
exemple,6
basse,1
1985,1
doumeng,1
quelque,3
souvent,11
organisée,2
garantie,1
