word,raw_frequency
représenté,4
énormément,6
inverse,10
plaisanterie,1
parmi,8
inculque,1
réellement,13
nécessitent,2
rétorque,1
prou,1
croissant,1
soumise,1
intégrante,1
osciller,1
harcelé,1
falloir,3
rentre,4
couvert,1
seigneurs,2
renaitre,1
fiable,1
répondu,6
criminelle,1
émouvant,1
serons,6
pérennité,2
coûts,9
empare,1
référendums,5
seront,30
déboires,1
benaissa,1
torquemadas,1
mutation,1
garantie,4
replonge,1
destinée,1
fonctionnaires,24
ferais,8
chômeurs,19
tourner,12
mouvements,5
presse,21
proclamées,1
renégociation,3
actuellement,2
agriculteurs,12
titres,5
bleu,5
culturelle,11
fondamentaux,7
départementale,2
nike,1
géométrie,1
convenance,1
cantonales,14
affectant,1
surnommé,1
consolidée,1
excès,7
destin,16
fuit,1
ficelle,1
après,55
clubs,2
rayé,1
accords,1
représenter,1
policiers,8
esclavage,3
observateurs,1
dimension,1
critère,2
rappellerons,2
écrasé,2
pathologiques,1
accorde,6
soutenez,1
dévaluer,2
peau,4
normandie,1
moyenne,9
totalitaires,1
tapie,1
représente,11
casses,1
cherche,10
roms,3
socialiste,45
décidée,1
précis,2
breloque,1
saisis,1
saisir,1
courroie,1
utilisé,4
chefs,6
pesanteurs,2
enchanteur,1
plaident,2
ignorées,1
robert,1
partielle,1
grandir,1
copinage,6
fabriquent,1
ampleur,2
traduits,2
inopérante,1
émerge,1
restauré,1
révolutionnaires,1
italie,18
golfe,1
actuelle,5
aube,1
particuliers,7
polygames,3
mouches,1
manuel,2
tenable,1
représentée,1
diligence,1
importantes,7
commerciale,3
ponts,1
amélioration,2
clandestins,19
prisonnières,1
rééquilibrage,1
généralement,1
magazine,1
fracassé,1
incompressibles,1
bateau,3
patronats,1
ultimatums,2
hordes,1
pitoyables,3
cinq,30
irakiennes,1
concitoyens,3
édifice,1
clandestinité,1
censurent,1
protester,1
comediante,1
insurmontables,2
urgemment,1
éventuel,1
solennisés,1
rétablissant,3
petit,39
exploitation,1
écrase,2
exclusivement,4
ferai,9
adéquation,2
rénovation,1
abhorrent,1
équivoque,1
carlton,1
hyperproductivisme,1
quelque,43
soulevées,1
antennes,1
pensée,12
apparatchik,1
brise,1
calcul,1
plier,3
libérerons,1
corde,1
excuse,3
lequel,22
incarne,9
laisserai,1
claires,7
naissait,1
suspende,1
constant,3
assurer,20
adresser,3
courbes,4
fontenay,1
météo,1
talonne,3
historiques,4
fillon,8
acte,7
refabriquons,1
culpabiliser,1
coûte,22
recul,10
paraît,12
centime,4
déliaison,1
gratitude,1
voyez,64
inondations,1
esprit,37
contrebalance,1
formidable,8
mentirai,1
abnégation,1
différencie,1
vivons,11
adapté,3
denrées,1
maurice,3
lève,2
firent,1
bande,1
garantir,3
repli,1
israéliennes,1
nouveauté,1
privatisé,4
prémunissent,1
vertus,1
arriveraient,1
carrément,1
apportaient,1
mégret,2
rapproché,1
agent,1
assistants,1
ségolène,1
amont,1
esprits,1
livreur,1
instrument,9
espérait,1
rampe,1
accordés,2
poulailler,1
humaine,2
unies,1
bettencourt,1
diriger,2
routes,1
seguin,2
accordée,2
incarné,1
chargée,1
juristes,2
contrôler,1
minimum,2
passoire,3
contrôles,2
humains,4
receleurs,1
intermédiaire,4
infini,1
éloquents,1
ferrari,1
inventions,1
opération,7
personnalisée,1
fixer,2
hésite,1
maîtriser,6
engagée,1
défenseurs,3
appliquait,1
cinquième,1
discuter,7
masses,1
appliquais,1
piscines,1
radars,1
valorisation,1
énarques,2
apprécieront,3
matières,4
pots,1
lire,5
inviterai,1
irresponsable,11
définies,1
douteuses,1
dire,290
euro,173
ouattara,1
durement,3
finiront,2
idéologiques,4
présenter,6
reconstitution,1
détour,1
nécessaires,4
aimé,1
pacifique,2
affront,1
pessimisme,1
cars,1
connectées,1
féodales,1
rênes,2
pichoff,1
souveraines,3
élan,4
flamme,2
productions,3
intellectuels,1
négociée,1
sérieusement,1
traditionnelle,1
courtermistes,1
servent,1
déficitaire,3
dérisoires,1
réitère,1
gravement,5
ecole,1
précieuses,1
illégalement,1
taxi,3
sang,4
bayrou,2
appeler,10
siècles,12
traditions,6
salles,3
numéro,2
demanderaient,1
peureuse,1
marges,5
consommation,9
triangulation,1
occupation,1
demandait,1
prolifération,1
siamois,2
allier,2
supportent,1
contrairement,8
guaino,2
rustines,1
obliger,4
aimons,2
salade,1
incontournables,1
conséquence,16
assad,2
linguistique,1
sentir,1
parlé,11
fours,1
délocalisations,14
bandes,3
tiers,7
vendre,8
viendrait,1
confidentiels,1
disposer,1
indochine,1
détectés,1
apprennent,1
hisser,1
évaporer,1
conseillère,1
racket,1
marquise,1
