word,raw_frequency
résolu,1
véritablement,1
années,13
muet,2
prouve,2
aider,2
fondateur,1
indous,1
commencé,1
supplémentaire,2
salaires,2
soumise,1
perçoit,1
queue,1
etats,1
inverse,1
écho,1
réponds,1
répondu,1
performants,1
continent,1
serons,3
présidente,1
sympathique,1
suppression,1
relation,1
seront,2
limite,1
etat,2
expulser,1
avantage,1
autoritaires,1
nettement,1
peuple,3
chômeurs,3
tourner,1
conseillers,1
1991,1
actuellement,3
civisme,1
stratégie,1
disons,2
faute,3
activité,1
vérité,2
élargissement,1
constate,4
élimine,2
phénomènes,1
parias,1
définition,1
enfin,7
commencement,1
moyen,2
bureau,6
certainement,1
prétexte,1
policiers,1
direct,1
hommes,2
protectorat,1
adhérentes,1
indicible,1
désenchantement,1
mettre,2
candidat,5
faits,4
conforme,4
canicule,1
dispose,1
respecter,1
maman,1
attitude,3
totalitaires,1
hussein,2
évalué,1
proverbe,1
action,2
lepénisation,1
parentale,1
prouver,1
sincèrement,1
buffet,2
précis,3
harki,2
retourne,1
double,1
assemblée,4
revenus,1
bombes,1
judiciaires,1
fortement,1
général,7
limité,1
illusion,3
morts,5
mesures,2
efficaces,1
venus,1
affaires,1
meurtrier,1
parmi,1
actuelle,1
morte,1
merci,1
améliorations,1
graver,1
citer,3
insurrectionnel,1
économie,3
citez,1
française,7
ponts,1
vingt,2
démocrate,1
réconciliera,1
sièges,1
arrêtés,1
éliminé,1
réaction,1
correct,1
mené,2
cinq,4
peulvast,1
traité,2
dégager,3
communicant,1
parti,3
physiques,1
disent,3
accordées,1
accordé,1
astuces,1
prenne,2
auxquels,1
petit,7
financiers,1
depuis,1
exprimé,2
exemple,11
durable,1
différentes,1
quelque,12
principes,2
cessé,2
pensée,3
triste,1
mobilise,1
citations,1
corde,1
niveau,1
justifient,1
lequel,3
estrosi,1
sympathie,2
arrive,4
diminue,1
contraint,1
pointent,1
fortunés,1
asiatique,1
constitue,1
commission,1
publiés,1
redéveloppement,1
dissuasion,1
villes,2
chômage,5
celui,7
marché,2
marié,1
précisément,1
incapable,2
mazerolle,1
voyez,5
rend,2
illusionniste,1
outragé,1
formidable,2
europe,20
actualité,1
peuples,1
entretenue,1
soirée,1
européen,2
lève,1
pardonner,1
assuré,1
conséquences,3
rendra,1
crié,1
surpris,2
demander,1
attaqué,1
retenu,2
vraiment,2
élections,10
illégales,1
existe,1
esprits,1
devenu,2
trimestre,1
interprétation,1
route,1
passionne,2
avez,20
pratiqué,1
appellent,1
élection,3
métal,1
raison,2
étrangères,1
négligeable,1
pose,1
rares,1
poussé,1
concurrents,3
interdise,1
supérieur,2
demandez,2
bouarram,2
marchandise,2
essayer,2
irakien,2
siens,1
constitué,1
consultation,1
sèchement,1
touchés,1
opération,1
utiliser,1
arrivé,3
exposé,1
manifestations,3
maîtriser,1
marie,4
simplement,4
libertés,1
interdit,1
interdis,1
ministre,15
responsables,1
raciste,3
déclarations,1
personnellement,4
vécue,1
langues,1
lire,1
autorisé,1
sommes,5
dois,4
auront,4
dire,49
euro,2
vivant,1
capacité,2
sorties,1
présenter,1
reportage,2
arbre,1
nécessaires,2
désignera,1
acquis,1
attaque,2
disposés,1
malveillant,1
vous,26
subit,1
commentaire,1
responsabilités,2
élan,1
serai,2
subir,1
1940,1
traditionnelle,1
ceci,1
vivent,2
classe,2
pouvait,1
pouvais,1
inscrit,1
patronat,1
place,4
pakistanais,1
partir,3
partis,3
formation,2
ouverte,2
empereur,1
comptes,1
trouvaient,1
griefs,1
connaissais,1
crime,3
arrivée,2
réglé,1
militaire,3
demanderaient,1
gaspillé,1
condamnait,1
guerre,5
officiers,1
remonter,2
plusieurs,2
passe,2
voix,8
eglise,2
veuve,1
aimons,1
sarkozy,10
qualifiez,1
vois,5
voit,4
sentis,1
grande,7
diplomatique,4
parlé,3
plus,56
compenser,1
échappé,1
tiers,3
insultés,1
emprunté,1
tiendraient,1
revenir,2
naissent,1
grands,3
portent,1
réussir,1
débats,2
travaille,1
après,2
marins,1
terrain,2
heure,3
tant,3
unes,2
sujets,7
sacrifices,1
éliminer,2
compte,10
agit,2
circonstances,2
démarche,1
scission,1
marine,8
pacte,1
failli,1
campagne,1
dérapages,3
apparaitre,1
citoyen,3
sociaux,2
placé,1
verrait,1
appellerais,1
fier,1
nationaux,2
islamistes,2
rendu,1
sera,5
devient,1
mirobolantes,1
prenons,1
gouvernementaux,1
européenne,2
regard,2
répondre,2
accepte,1
lieu,2
passé,3
quatre,4
affaire,5
échec,3
collègues,1
discours,2
suicidaire,1
tolérance,1
certes,1
xxème,1
épargne,1
prétendons,1
puisque,13
république,5
iran,1
harvard,1
confient,1
nuisible,1
habite,1
peine,5
habitants,3
parle,2
talent,3
mauvaises,2
banlieues,3
décoré,1
chèques,1
