first,second,likelihood_ratio
avez,compris,32.41105190238629
clivage,gauche,30.801308969953407
acte,légal,48.47682751990108
souveraineté,nationale,29.369415121555342
souveraineté,peuple,13.655036134270624
grandes,sociétés,35.58879790711017
alors,chers,20.103596781034305
vous,voyez,70.84551353262017
vous,savez,62.22167591813559
vous,avez,23.1145853751139
passe,chose,29.505146804296725
division,nait,46.88917802327429
quand,disons,34.43518014016299
parti,socialiste,86.79265359320438
année,2013,37.34924447062962
histoire,france,13.504590710074652
plus,niveau,29.389511709467477
plus,rien,25.185432930718612
plus,fort,24.886979419765588
plus,millions,21.28351674325236
plus,plus,19.857756958390823
plus,nombreux,19.079341402577327
plus,possible,10.66700369882362
plus,grand,10.292801380446502
français,soient,19.92868692193822
français,toutes,15.428622743572236
français,plus,0.31674745405179805
français,france,0.038370436013925646
protectionnisme,intelligent,76.31739105129319
immense,majorité,55.21378930397982
union,européenne,144.04070255903466
union,nationale,30.823745389375247
etats,unis,69.13109194063115
politique,étrangère,20.30404583189998
politique,austérité,19.302370848068215
services,publics,70.91120549274748
assez,bien,26.191547764489005
lutter,contre,44.890091623687276
assume,assez,51.884094265673156
monsieur,valls,55.25915051833689
commissaire,politique,76.62405916379754
dernières,années,40.19487148384799
faut,mettre,17.179779006571625
faut,faire,13.892955235048323
œuvre,atteindre,37.81876935833142
françois,hollande,183.3612540046621
banque,centrale,42.98965814889092
notre,modèle,51.16026782976734
notre,stratégie,44.527935276977885
entre,citoyens,33.64988560352622
entre,avaient,27.612999968446076
entre,français,7.034872986504298
monde,complexe,34.55475340995007
monde,entier,27.836728536761495
temps,obscurs,59.16487497121316
classe,politique,47.725913241506845
bien,entendu,50.7306653937833
jean,marie,125.24261352994597
folle,politique,28.57110669492292
majorité,homosexuels,36.30691095205732
espace,public,40.16015909823804
dans,domaine,44.35530856053504
lutte,contre,67.64470523593366
vais,dire,23.49763523081285
rien,faire,10.456488236042649
rien,plus,5.859375693574882
retrouver,liberté,35.69601412279149
intérêts,allemagne,40.7115438999912
intérêts,france,6.186887470720936
marie,chevallier,67.94271475703655
milliards,euros,48.47682751990108
autres,partis,28.41546009665669
rapports,humains,46.88917802327429
débat,public,32.84936105596609
citoyens,français,19.92868692193822
veut,dire,22.654193252429327
veut,faire,19.85112773029585
êtes,train,31.738295756421685
territoire,national,22.326790461733836
veux,ecole,38.333287826528874
veux,dire,19.03337675983122
contre,mondialisation,24.153409047203585
place,protectionnisme,29.620843153630016
parfaitement,accord,35.43521683184689
égalité,citoyens,29.436744160494335
haute,finance,35.43521683184689
faire,croire,27.86098364379342
faire,baisser,26.405628993047134
faire,politique,13.466052905229718
nous,sommes,147.50448975689238
nous,voulons,38.87482367282577
nous,croyons,33.56943216250842
nous,avons,25.21467628143129
nous,devons,21.727573947537294
ministre,budget,42.23114420090388
toutes,forces,41.548544215733415
liberté,liberté,16.74996117508185
chômage,masse,45.12381050498368
strictement,rien,34.38320806022865
nicolas,sarkozy,179.82311477792922
perspective,française,50.45453582891816
promesse,mettre,31.453834873147358
sarkozy,françois,23.579972880687155
lorsque,certains,44.17538511410452
dire,français,4.622700125412085
libertés,individuelles,38.91757778112529
leurs,intérêts,15.810078932393997
quelque,chose,44.94659865495868
volonté,peuple,16.430643900669242
nation,française,16.212808300259027
2013,année,37.34924447062962
mariage,homosexuel,42.98965814889092
projet,national,20.907022629300826
peuple,français,96.72472676398922
peuple,peuple,10.57093547101931
peuple,france,6.78852512557927
demi,entre,31.422560291937668
parce,agit,39.865660549616855
premier,ministre,37.284201586022085
beaucoup,plus,12.504306137425672
régionale,comptes,48.47682751990108
front,national,351.19420098817176
président,république,101.33004828693902
gouvernement,union,29.847878874403186
voix,france,14.972580792588904
tour,france,89.92145507501867
pouvoir,achat,109.18901407553572
assemblée,nationale,44.32376377661423
millions,demi,46.20976480849901
madame,commissaire,93.38274492296944
nouvelle,politique,37.29312041521544
grands,objectifs,26.633541060331133
atteindre,objectifs,36.66478540838114
écoutez,écoutez,30.78134071827629
mondialisation,sauvage,145.75083277333678
mondialisation,ultralibérale,54.95061917832007
cette,mondialisation,48.28059104148204
cette,france,15.969694369815947
politiques,journalistes,27.54596387949935
serai,dure,96.35284751612716
unité,france,9.795944459022468
mais,bien,11.951538506672653
mais,était,11.6911189683087
mais,madame,11.175808654113919
frontières,migratoires,40.19487148384799
chers,amis,144.5490571247265
chers,compatriotes,75.6536417595631
france,sûre,23.090771998980983
france,oubliés,17.734528551241137
france,déstabilisée,16.181201989541897
france,libre,9.399889712842198
france,aujourd,9.390755630555953
france,temps,5.480211959301104
france,toutes,5.32090409742747
france,france,0.8234058735133232
france,plus,0.057614657365710586
france,français,0.038370436013925646
conseillers,municipaux,43.97851224449659
possible,faire,15.598392323258373
pendant,temps,22.446229065931714
gauche,droite,36.12430979088155
chambre,régionale,43.97851224449659
sommes,rejoints,42.055023414981804
sommes,seuls,28.655326778887677
sommes,aujourd,9.053649315448052
sommes,france,5.178705754807642
immigration,incontrôlée,37.12197644968467
mettre,place,60.75058359548677
mettre,œuvre,38.90749256576417
responsables,politiques,47.236551941993746
