word,raw_frequency
raffarineries,1
gesticulations,2
difficile,3
présidents,1
homme,1
premiers,1
senti,1
votait,1
apparaitre,1
comité,1
inverse,1
sympathique,1
unanimité,1
augure,1
partisans,2
prétend,1
américains,1
venaient,1
situation,4
proposent,1
guerre,2
opinion,3
citoyens,1
découvre,1
balle,2
méthode,3
changement,1
ruiné,1
démission,2
critiquent,1
votaient,1
commentateurs,1
chômeurs,1
frotte,1
jeunesse,1
trois,2
envoi,1
partie,2
affaire,2
grandiose,1
venue,1
arriver,2
travaillant,1
sorti,2
serait,4
sympathiques,1
partir,3
partis,1
territoire,1
concocté,1
sorte,6
amour,1
beurre,1
option,1
affaires,1
électeurs,2
calme,1
feront,1
déteste,2
noyaux,1
place,4
suffisants,1
ailleurs,6
candidats,2
social,1
soit,9
rang,3
selon,2
vérité,1
puisque,1
nous,8
tiens,1
voilà,1
aperçois,1
régression,1
demi,1
estime,1
combat,1
premier,5
complicité,1
mouvement,2
respecte,1
contrefacteur,1
rapport,1
voix,2
besancenot,1
pouvoir,5
millions,9
mobilisation,1
cause,2
déficits,1
voit,3
expliquer,2
alliés,1
véritable,1
estiment,1
mieux,1
leader,3
excellentes,1
mille,1
position,3
identité,1
deuxième,1
importance,1
difficiles,1
psychologique,1
vienne,1
possible,1
commentaires,1
meeting,5
allez,1
coué,1
changer,2
présentation,1
large,2
aller,3
miens,1
remercie,2
résolutions,1
gendarme,1
forcer,1
retournement,1
mais,13
général,1
dois,2
vient,1
faveur,4
organiser,1
union,2
propose,3
répond,1
places,1
lancent,1
angoissés,1
moraux,1
avenir,1
faudrait,1
indifférent,1
prisonnier,1
gaulois,1
fille,1
lucide,1
souvenez,1
cent,2
essayé,1
armurerie,1
milliard,1
travailler,1
défaite,1
trouver,1
grosse,1
relations,1
secours,1
petit,1
embarrassé,1
européen,2
grave,2
désert,1
avantages,1
milliards,1
commun,1
patrimoine,1
fable,1
élections,4
décision,1
disposition,2
bloc,1
censées,1
avons,4
surcroit,1
cinq,1
depuis,2
préside,1
showbiz,1
faire,13
tentation,1
pontage,1
ecoutez,1
rigoureux,1
éduquer,1
tragique,2
service,1
disant,2
désaveu,1
oligarques,1
palliatifs,1
savoir,4
responsable,1
appoint,1
absolument,2
affectueuses,1
piteuses,1
paru,1
proposé,2
projet,3
dans,1
poussés,1
mort,2
conviction,1
sociale,1
certains,1
disent,5
catégorie,1
régulariser,1
participé,1
vise,1
second,1
signatures,1
point,1
européiste,2
information,1
soins,1
affirmation,1
pratiquement,1
lourde,2
défendre,3
indépendance,1
trente,3
quarante,1
trouve,4
enclenché,1
essayer,3
soutiens,1
demande,2
remettent,1
regrouper,1
nationale,1
centaines,1
prennent,1
bonheur,2
responsabilités,2
unis,1
certain,5
vous,4
éclatant,1
identiques,1
paris,3
votons,1
piège,1
tortue,1
boréal,1
beaucoup,5
bile,1
reste,2
marmorisation,1
seront,1
adopter,1
créée,1
mois,1
armés,1
chirac,5
prendre,2
amis,1
verdict,1
puisse,1
cohabiteur,1
habitants,1
arrière,1
habituelles,1
travail,1
doute,1
sondages,3
élevé,1
médiocre,1
vertigineux,1
entrer,3
enfants,2
désaccord,1
quelqu,2
publique,1
hypothèse,1
irakienne,1
attirer,1
personnel,3
bouleversé,1
hein,1
vieilles,2
enverra,1
veux,1
contre,1
campagne,3
grandi,1
tricolore,1
quelques,3
publiques,2
interlocuteurs,1
arrêter,1
gens,15
venant,1
entendre,2
sera,5
rappelle,1
intérieur,1
électorale,1
sections,1
psychologiques,1
superpose,1
sympathisants,1
journaux,2
laissait,1
celui,2
croyez,1
brest,1
désignation,1
huit,1
méduse,1
crise,2
tour,1
gouvernements,1
dont,3
dignité,1
écoutez,2
donc,1
humblement,1
soutien,1
nuire,2
pourtant,1
tout,1
faisait,2
devons,1
essayant,1
péril,1
seconde,1
physiques,1
argument,1
signale,1
sensibles,1
chiffre,1
patriotes,1
incarner,1
grand,4
formule,1
jusqu,2
décrivant,1
fallait,1
occasions,1
protéger,2
partirais,1
impasse,2
portent,1
tromblons,1
extrêmement,1
madame,1
peur,6
ensemble,1
avance,1
camp,3
apercevront,1
rassurer,1
aime,4
essayait,1
décidé,1
française,1
chances,1
aveugle,1
présent,5
dirigeants,1
serai,2
anticonstitutionnelle,1
mets,2
arrivé,2
indépendant,1
morales,1
semaine,1
passait,1
élites,1
participation,1
parrains,1
irait,1
privilégiés,1
avez,2
régularisés,2
aveu,2
rien,2
chez,3
espèce,1
classe,2
conseil,1
hommes,3
impliqué,1
constitutionnalisant,1
incapable,1
tendance,1
rester,2
huns,1
viennent,1
certaines,1
comment,1
dramatique,1
recroquevillée,1
nécessaires,3
rappelons,1
ministre,2
toutes,1
chef,2
loger,1
bras,1
salle,1
ligne,2
pourrons,1
noms,1
volonté,1
armes,1
zapatero,2
nation,1
migratoires,1
avait,3
capacités,2
avais,1
trouvera,1
