word,raw_frequency
examen,1
comparables,1
machination,1
commencé,2
fixe,1
négligeable,1
appoint,1
1957,1
siècle,3
compte,8
civilisé,1
répète,2
comité,1
voulait,4
fonction,2
troisième,3
combattu,1
diaboliser,1
serions,1
honteusement,1
douste,1
compagnie,1
serbie,4
ambigüité,2
mariage,2
attendez,4
distinguer,1
furent,1
imagine,1
américains,6
compatriotes,3
culotte,1
poules,1
blanc,1
guerre,18
russie,3
racistes,1
opinion,3
balkans,1
secret,1
priorité,1
pauvre,1
associations,1
oublier,1
convenable,1
épreuves,2
fanatiques,1
juridique,2
écart,1
phrases,1
martyres,1
sinon,2
partie,13
actuellement,2
décadente,1
supervisé,1
venue,1
cour,2
campagne,11
coup,4
mondes,1
tiberi,1
sorti,1
partir,4
partis,2
territoire,1
sorte,8
rome,2
instaure,1
navré,1
candidate,1
fixé,3
affaires,4
versatile,1
auparavant,1
tentative,1
pâques,1
nice,2
fuir,1
souscription,1
yeux,1
rebelle,1
quelque,11
encéphalie,1
nazi,1
injuste,1
grenouille,1
jeux,1
appel,3
édiles,1
inspire,1
performance,1
demi,9
hésite,1
regardé,2
utile,2
xxième,1
madame,1
local,2
troisièmement,1
fera,6
tiré,1
intégrerait,1
militaire,5
derrière,7
protection,2
origines,1
millions,15
structures,1
relative,1
sportules,1
bruno,1
démissionner,3
radeau,2
américaine,1
déferlement,1
notons,1
exorbitant,1
garaud,1
chambre,1
principales,1
fédérale,1
serbes,2
évoquer,1
mieux,4
auquel,2
simplement,2
causent,1
deuxième,6
éventuelles,1
formules,1
patrie,1
psychologique,1
appréciés,1
dirigent,1
mégrétistes,1
otan,6
conséquences,2
partisans,1
exercer,1
complot,2
coulon,2
élus,2
écrire,1
résoudre,1
susurrées,1
clans,1
reçues,1
parlementaire,1
partisan,2
partielle,1
orthodoxes,1
forces,2
parmi,1
général,8
formule,4
année,3
envisager,1
quatrième,2
facile,1
touche,1
pourrait,7
inscrit,1
international,3
séance,1
abstraire,1
contribué,1
lendemain,2
affaire,8
gollnisch,1
préfèrent,1
menait,1
insécurité,4
événement,1
majoritaires,1
lucide,1
incrimination,2
soupçons,1
sournoise,2
possibilité,5
fiscalisme,2
prébendes,1
goulag,1
nuisance,1
faisaient,3
secours,1
douter,2
habite,3
fier,3
acceptera,1
maritimes,1
apporter,1
mairie,1
étiez,1
agression,3
déclaré,1
échange,1
télégraphiste,1
cadres,2
juin,2
souvient,1
crient,1
fonctions,1
crevon,2
officielle,3
cependant,1
voire,1
depuis,1
préside,3
offrent,1
faire,27
avantage,1
racontez,1
consentir,1
mélin,1
tickets,1
service,1
disant,2
aubagne,3
coïncidence,1
existe,1
orée,1
savoir,6
responsable,2
connais,6
suffiraient,1
appartiens,1
chasse,1
empoisonné,1
directement,2
unissent,2
invitation,1
écraser,1
impunément,1
nationale,4
attaquer,1
présentent,1
bénéficie,1
satellites,1
mort,3
démission,1
main,1
socialo,3
pari,1
parlement,10
doute,6
trace,1
barguigner,2
poussée,1
fond,3
disent,1
cheap,1
espoir,1
chanteur,1
civile,1
événements,4
tendue,2
sacrifice,1
communes,2
ingérence,3
passent,1
limites,1
soutenues,1
prouve,4
échanges,2
fondation,1
harkis,5
obstacle,1
dirigé,1
civilisations,1
ralliera,1
démocratie,6
trouvait,1
précision,1
même,1
interprétation,1
israël,1
siéger,1
paralytique,2
moindre,1
soutiens,2
déclarer,1
machin,1
prospérité,2
démontre,1
technocratique,1
devenir,2
démarches,1
donnée,2
fous,1
prennent,2
octobre,1
alentours,1
unis,3
bientôt,2
rodomontades,1
suffi,1
certain,14
collatérale,1
abominable,1
fondamentaux,1
immigré,1
