word,raw_frequency
talent,3
commencé,1
optique,1
police,2
expulser,1
analyser,1
répète,1
comité,1
entier,1
fonction,1
troisième,1
convictions,1
musulman,1
américaine,1
estimé,1
resté,1
inouïe,1
targuer,2
camarades,1
employées,1
choquerait,1
certaine,1
divers,1
fier,1
affaire,5
américains,2
réglé,1
compatriotes,6
porté,1
secours,1
guerre,3
russie,1
opinion,7
cependant,1
balle,1
clou,1
partagé,1
performants,1
irak,4
vivant,1
convenable,1
tour,6
éliminer,2
héroïque,1
battant,1
écart,2
série,1
corruption,2
corde,1
écornez,1
planning,1
maîtriser,1
actuellement,3
commis,1
valoir,1
campagne,1
totale,2
infaisable,1
crise,3
sorti,1
devise,1
ordonner,1
criais,2
jazy,1
partis,3
territoire,1
fréminet,1
sorte,11
venus,1
courage,2
affaires,1
illégale,2
contremanifestations,1
mode,1
pratiquez,1
place,4
candidats,1
vivons,1
touchés,1
selon,1
quelque,12
légale,1
quinze,2
possibilités,1
appel,4
diminuer,1
demi,4
admiratif,1
estime,1
prend,3
osaient,1
complicité,2
marre,2
tiré,1
activité,1
obsession,1
derrière,2
insulte,1
réquisitoire,1
couper,1
millions,17
prélèvements,2
cinquième,1
bruno,4
avocats,1
fondamental,1
salaires,2
34ème,1
1928,1
secteurs,1
mieux,7
auquel,1
simplement,4
optimistes,1
biologique,2
deuxième,6
hussein,1
formules,3
massive,1
prêt,1
violences,1
chrétiennes,1
racisme,5
conséquences,2
cesser,1
complot,1
présentation,1
écrire,1
résoudre,2
jolie,1
franchement,1
sorties,1
asiatique,1
morts,5
médaille,1
tolérance,1
remis,1
parmi,1
général,7
fournir,1
formule,1
année,3
facile,6
auriez,2
morte,1
appliquent,1
indépendants,1
pourrait,3
propose,1
refilé,1
concrètement,1
satisfaits,1
militantes,1
théorie,1
compare,1
instant,3
gollnisch,4
primes,1
insécurité,7
rhétorique,1
majoritaires,1
chine,1
étrangère,1
revenu,2
cent,1
ramener,1
pointent,1
fiscalisme,1
conforme,3
concrète,1
dépendra,1
sachez,1
réforme,3
1970,1
minier,1
involontairement,1
valeurs,1
budgétaires,1
échec,3
leviers,2
regression,1
petit,7
habite,1
avantage,1
avez,20
témoigné,1
environnement,1
chercher,1
contraint,1
milliards,7
mette,1
harki,2
déclaré,1
informé,1
détention,1
rentre,1
souvient,1
mauvaise,2
puisse,2
officielle,2
voire,4
succession,1
depuis,1
pratiqué,1
bertrand,1
faire,33
barrage,1
dérapages,3
service,1
méthode,1
existe,1
inexplicable,1
florès,1
responsable,3
tendre,1
adultérée,1
menace,1
directement,1
paru,1
proposé,2
nationale,6
mantes,1
déclinés,1
mort,7
tiers,3
importaient,1
parlement,3
doute,5
sociale,3
ulcérée,1
soirée,1
disent,2
catégorie,3
cœurs,1
événements,3
femmes,5
essaye,4
reconnaissent,1
prouve,2
limite,1
perçoit,1
disposés,1
démocratie,2
substitution,1
dommage,1
ponts,1
interprétation,1
trente,5
apparaitre,1
essayer,2
soutiens,1
sentis,1
prospérité,1
illusionniste,1
élever,1
résolu,1
centaines,1
augmentation,1
colossaux,1
commerces,1
réussi,2
paras,1
certain,16
sanctionner,1
jeunesse,1
leurre,1
inéligible,2
correspond,2
mérites,2
articulée,1
contrebande,1
constitutionnel,1
profession,1
antinomique,1
reste,3
électoral,1
désapprouve,1
sinon,1
frappé,2
impression,4
dites,4
suivez,1
brusquement,1
injustes,1
illégales,1
vacances,1
armée,2
dégager,3
école,2
citation,1
langage,2
habitants,3
arrière,1
1940,1
auraient,1
arnaque,1
1947,1
émue,1
explosé,1
quatre,4
botter,1
trouvons,1
interprétons,1
améliorations,1
mentale,1
socialistes,2
mémoire,1
objectivement,1
civisme,1
censeurs,2
responsabilités,2
mondialisation,1
propagande,2
juridiction,1
cour,4
êtes,11
buffet,1
contre,5
arriver,3
bilger,2
apte,1
adresse,1
régime,1
réprobation,1
sûrement,4
arrêter,1
souvent,4
entendre,1
paraitra,1
faveur,2
noir,1
rappelle,1
paraitre,1
penser,3
direct,1
assemblée,4
quelles,1
pensez,4
diminuant,1
commencent,1
monopolisés,1
personnage,1
frappe,2
abord,5
différentes,1
nord,1
dépend,3
analyses,1
composition,1
remonter,2
celui,7
croyez,4
patronat,1
osait,1
agréable,1
apercevrez,1
tombée,1
raisons,3
dure,2
gouvernements,2
novembre,2
permettez,4
renoncé,1
parlant,1
empêcher,3
charentes,1
mais,40
conduit,1
crochet,1
partir,2
combattre,1
nationalité,3
autorité,1
conjecture,1
insuffisants,1
excuse,2
revenus,1
mondialiste,1
argent,2
précises,1
avance,3
pays,29
détestable,1
physiques,1
imposent,1
chiffre,4
seize,3
trouver,2
prendre,4
retenir,1
ordre,2
fallait,2
prendra,1
dénatalité,1
pendre,1
histoire,1
accusation,1
avoué,1
qualités,3
supprime,1
éléments,2
portent,1
bombe,2
surement,1
particulièrement,4
extrêmement,2
mégret,4
