first,second,likelihood_ratio
françaises,français,30.1719215708426
syndicat,magistrature,72.3586857255523
oublié,gouvernait,48.96283062540488
toujours,plus,22.04165359686081
souveraineté,états,28.24452176529946
dernières,années,78.5536484692617
vive,nation,28.24452176529946
fruit,travail,28.98429957929056
certain,nombre,110.85302865104376
vous,savez,43.91977830707935
vous,voyez,35.197495190842886
république,française,20.952110318450565
histoire,france,39.85892875071788
équilibre,financier,36.78388129679668
dois,dire,33.93251500569403
préférence,communautaire,41.88895902648542
fonction,publique,199.77796656402361
protection,sociale,30.375906859126292
état,national,16.882690668931783
matin,paysans,47.16797102105254
français,origine,18.086400294984823
français,plus,1.1832110475751794
extrême,gauche,38.26536077134995
prélèvements,fiscaux,50.2057779244837
femmes,hommes,31.76612952465494
défense,nationale,26.689714816698316
union,patriotique,61.819755826621325
union,européenne,55.09532591128373
tout,sauf,35.47057692750595
politique,philosophique,32.63875867447852
politique,développement,19.219614056200236
places,prison,66.0261805124998
mesure,sera,25.5815640626452
services,publics,152.2414063101884
viande,bovine,58.52354409120304
lutter,contre,30.810290980501406
chers,compatriotes,81.66443111217102
revenir,principe,37.99070240973486
public,fonction,24.515944931833783
premier,ministre,29.071896774911277
sécurité,sociale,27.910086816581554
sécurité,citoyens,21.017876682074924
commissaire,européen,55.450202931427114
grandes,écoles,34.366225055206904
grandes,entreprises,28.14755078779241
états,unis,166.30023259007072
régimes,spéciaux,138.00735733730562
budget,justice,22.61733633398098
droits,douane,55.713628136920036
droits,homme,27.086638624222562
liberté,équité,38.30661644878038
liberté,sécurité,15.009768482454092
paysans,france,23.571028797882402
communauté,nationale,36.61943950815797
toutes,réformes,27.920917225501743
exception,française,31.69376444548981
neutralité,politique,43.96036094353446
jean,marie,74.18127403341809
spéciaux,retraite,25.18396236171062
peter,mandelson,58.52354409120304
agriculture,européenne,26.957523126545432
prison,ferme,46.11248388777266
avez,oublié,68.89774348396188
doivent,pouvoir,23.717598330191244
autant,plus,15.39525795726126
guerre,froide,38.04795129814367
guerre,civile,28.500720744927886
guerre,mondiale,24.036356204869733
durable,celui,34.5227279834071
élection,présidentielle,62.2705605436546
classe,politique,48.91267811035185
rupture,changement,33.0272981468426
tant,aura,28.883709511847606
milliards,euros,48.092287741117616
milliards,francs,40.529766831835865
familles,école,22.61777646786274
campagne,électorale,67.75551892284646
coup,coup,31.539985261001604
pensent,avez,64.90947270279311
décembre,2005,36.78388129679668
lattre,tassigny,66.16901161264094
égalité,fraternité,23.904091381904014
égalité,celle,17.37864261918761
mettre,oeuvre,30.63062170600326
mettre,place,26.30933483457182
ores,déjà,38.611278183253134
révolution,verte,54.632584876626225
écrasante,majorité,41.13474741469016
xixème,siècle,61.309126052616904
solidarité,nationale,26.05602711612476
mesdames,messieurs,386.3252205887154
quelques,années,23.308329510695536
agents,publics,71.8770413195952
national,républicain,47.76171446573556
faire,choix,21.682060013913038
faire,peur,18.6306386478472
faire,face,16.009389048811233
nous,avons,59.270461799807165
nous,devons,28.68225658901978
nous,sommes,21.377074544629014
équilibres,économiques,39.57761502546604
génocide,arménien,51.79342742111048
bien,entendu,33.1091883575177
bien,évidemment,19.132975729979837
bien,peur,16.103246346524212
bien,dire,6.722996931639583
monde,entier,59.7136308097173
chômage,masse,44.3023640886338
remis,cause,46.30625805011361
service,public,99.50422243930322
service,militaire,26.213318060503777
pouvoir,achat,80.58768669225616
délinquance,criminalité,75.10721824347081
dire,vérité,18.57913983347934
soit,plus,8.64812429014134
peine,mort,29.071896774911277
promotion,sociale,31.61643183037631
quelque,chose,51.18166329809532
quelque,sorte,49.90734150362206
intellectuel,moral,38.750417582181
nationale,magistrature,20.464051320293017
jeunes,agriculteurs,33.201659126719676
jeunes,gens,20.919531103315254
corps,magistrats,37.71785135930843
appel,offre,50.2057779244837
immigration,insécurité,36.4551834734826
immigration,sauvage,27.479793572231312
conditions,ressources,35.2226281870111
peuple,français,87.450792568484
peuple,toujours,25.903060304150294
peuple,france,11.166121160914974
peuple,peuple,10.659683579135297
menti,bienfaits,51.79342742111048
faut,abord,24.538255759616405
faut,dire,19.922452246905706
faut,donner,16.913977840933324
faut,bien,14.562221334785042
métiers,manuels,47.066289061904854
grande,politique,20.80322295136843
grande,europe,18.091008614723997
tiers,monde,54.311743640970164
éducation,nationale,126.05644969157431
éducation,enfants,21.386056494127935
plus,démunis,43.210887770919264
plus,fort,36.850342133183986
plus,faibles,26.968063153454516
plus,plus,25.49549089431734
plus,longtemps,22.28500668561507
plus,graves,21.43108617396666
plus,vite,21.43108617396666
plus,nombreux,21.25238832525088
plus,confiance,19.489484328966313
plus,efficace,14.606020682636004
plus,demain,12.512922526568506
plus,aujourd,11.71391489824418
plus,assez,11.211459760920292
plus,rien,8.625518180126306
plus,souvent,8.625518180126306
plus,grande,7.502942753734744
grands,partis,40.529766831835865
enseignement,supérieur,36.71257670855175
travailler,plus,27.095687476164812
libre,circulation,44.47823638909267
somme,toute,34.5227279834071
montant,cotisations,35.66101647883345
jacques,chirac,61.16530313349358
salariés,privé,118.54726266899864
millions,hectares,41.54817365041576
novembre,2005,33.955811348928464
immense,majorité,38.904154028985104
court,après,45.613160581749554
moyen,orient,37.750225093019324
permettez,abord,30.040675685731003
beaucoup,plus,10.083476438578835
instruire,éduquer,92.43045774625236
messieurs,permettez,32.961549006163374
entreprises,publiques,51.34211206336494
pays,industrialisés,32.08339345850921
pouvoirs,publics,54.199473712255426
ordre,international,55.98775998380869
départ,retraite,28.500720744927882
quotas,laitiers,47.29495675169991
militants,électeurs,43.47629275025664
nation,république,22.20913963909842
france,aime,25.63593727545736
référendum,constitution,34.85342442257925
europe,nations,43.81024756961376
europe,nord,23.053588844894975
origine,étrangère,37.31734670412691
devons,retrouver,40.646327516861405
abord,bien,9.245877483571538
lire,écrire,50.2057779244837
pendant,période,32.101927710999846
raison,laquelle,34.707777319840545
responsabilité,état,18.39541762049322
ségolène,royal,92.32839309050435
front,national,207.74909520189067
secteur,public,29.049443197850746
manière,dont,30.64824086209871
nouvel,ordre,36.215199548631126
derniers,mois,31.37278740758566
sept,mois,41.949375726559964
constitution,européenne,31.303029544299903
