word,raw_frequency
règle,2
idéal,1
nazisme,1
georges,1
présentées,1
exporter,4
police,11
1957,2
moindre,2
brillant,1
jégu,2
troisième,3
demandeurs,1
maintenu,2
regardais,1
américaine,5
féodalité,1
vivons,1
dépénalisation,1
disponibilités,1
atteint,1
additionner,1
américains,10
régularisé,2
rectifie,1
combattants,1
guerre,22
bavarder,1
danemark,2
précisé,1
sodomisés,1
réprouve,1
coups,1
calculait,1
demandant,1
concurrent,1
parfaite,1
sodomisée,1
doivent,10
juridique,1
alentours,1
apparait,2
abrogation,1
avoue,1
performante,2
pensées,1
partie,19
dieu,8
accompli,1
totale,1
maintien,1
arriver,6
coup,4
reposait,1
symbolique,1
partir,7
partis,3
place,13
conquérir,3
souffrent,2
ramollino,1
battu,7
réalisation,1
montré,2
défende,1
soulèvement,1
disparaissent,1
sirius,2
déclarent,1
selon,6
vérité,5
croiraient,1
quinze,4
jeux,1
inclut,1
capituler,2
dont,51
chevalier,1
méchants,1
prend,3
produits,5
mentale,1
militaire,4
particulières,1
musulman,1
organisateur,1
abandons,1
bureaux,1
bruno,3
démissionner,1
mènerais,1
devez,1
déferlement,1
déchirés,1
évoquez,1
salaires,15
coupé,1
loyalement,1
viol,1
mieux,10
leader,1
quinquennat,5
destiné,1
fermement,1
formules,2
patrie,5
préoccupation,1
vraisemblable,1
lavé,1
otan,1
racisme,1
exercer,3
paradoxe,1
résoudre,9
résoudra,2
considérable,1
rejette,1
parlementaire,6
asiatique,2
morts,3
inconnus,1
accompagner,2
fournir,3
quoiqu,1
1986,1
hisser,1
respirent,1
bénéficié,1
pensais,3
pourrais,2
pourrait,11
pensait,2
commerce,1
international,3
girouette,1
réciprocité,1
réclament,2
fermeté,1
gollnisch,1
préfèrent,1
oukases,1
obtenir,7
insécurité,35
écoeurés,1
compatriotes,6
possibilité,2
abstention,1
fiscalisme,2
convenance,1
sachez,2
réforme,5
montée,3
écrirais,1
suggestives,1
faisaient,1
proposent,1
reconstruire,1
patriote,2
pourrions,2
course,3
apporter,8
milliards,15
consenties,1
signeraient,1
déclaré,4
mettrai,2
cadres,2
caution,1
fonctions,5
puisse,6
cependant,3
coupables,1
affinités,1
roubaix,1
depuis,2
recouvrent,1
transit,1
showbiz,1
professionnel,1
fidélité,1
ambigüité,1
attendait,2
service,2
mené,1
transporter,1
savoir,16
donnera,1
guérir,1
naisse,1
naïf,3
priorité,2
nationale,27
syndicalisme,2
pédagogie,1
mort,20
tiers,7
socialo,4
bâton,1
tranche,1
sociale,14
soirée,1
bénéficiaire,1
disent,11
espoir,2
pouvant,1
civile,7
traversé,1
ingérence,2
édition,1
civils,1
reconnaissent,1
rallie,1
prouve,3
gérer,2
échanger,2
exportons,1
matières,1
déclare,2
trouvais,1
trouvait,1
broutilles,1
gogos,1
major,1
israël,3
corses,1
apparaitre,1
plume,1
essayer,9
interdisant,1
mille,3
pauses,1
devenir,1
insupportable,2
légèreté,1
kansas,1
silence,1
voiture,1
continuerons,1
unir,1
unis,17
équilibrée,1
régner,1
sanctionner,1
drastiques,4
aillent,1
leurre,2
résistant,1
efforcent,2
absolue,1
britannique,2
drapé,1
reste,10
électoral,2
douzième,1
entend,2
communautaires,1
confond,2
permettaient,1
dites,11
santé,2
abusé,1
brusquement,6
armée,7
votent,5
pinet,1
dures,1
lycée,1
concrets,1
attal,2
rétablissement,1
prévenir,3
reconquête,1
arrivais,1
reconquerrais,1
pêcheur,1
quatre,10
devoir,7
trouvons,3
étant,6
socialistes,4
protéger,2
espèrent,1
autant,10
dirigeant,1
essentielles,2
dépensés,1
sûrement,1
personnel,3
redoutable,1
venue,2
hein,6
équilibre,2
réveillés,1
votant,1
continuer,1
cour,1
élire,11
contre,45
connu,5
plaise,2
professionnels,1
complémentarité,1
appartiendra,1
soldats,1
adresse,4
haute,1
activités,2
arrêter,1
parallèles,1
militaires,1
parisien,1
faveur,2
avertir,1
rappelle,10
intérieur,11
vitesse,1
confondez,4
misérables,1
obligés,3
monté,4
retraits,1
échecs,1
vitalité,1
frappe,3
abord,52
indigner,1
nord,3
préparé,2
remonter,1
récent,1
révélateur,1
croyez,4
éducation,6
retraite,2
déteste,3
moyen,11
abuse,1
raisons,7
trembler,1
lever,1
seillière,5
renoncé,1
parlant,1
territoire,1
envisager,1
lancera,1
combattre,1
parachutistes,1
dames,1
autorité,4
bouchant,1
boucs,1
sorte,24
revenus,1
douane,4
promets,1
précises,2
pays,67
confiture,1
protégés,1
réjouis,2
arrondissement,2
chiffre,5
égale,2
incarner,1
madelin,3
fermeture,1
sauter,2
efficacité,5
pétrole,3
progresse,1
histoire,6
buffet,1
date,3
accueilli,1
supprime,2
stratagème,2
aéroport,2
agresseurs,1
portent,2
apercevoir,1
vecteurs,1
lieux,4
madame,4
mégret,6
capable,4
marche,2
directe,6
avance,1
salut,2
officines,2
prévenu,1
entendu,3
subissent,1
berger,1
pompidou,5
étranger,2
équilibres,1
travailleurs,14
réaction,1
ethnique,1
choisit,1
abstentionnisme,1
sang,2
partent,1
diverses,4
fête,2
flatté,1
expliqué,3
subir,4
flatteur,1
solidarités,1
équipe,1
malheurs,1
publicité,2
sans,1
produit,3
vais,14
jours,8
rien,13
française,36
appellent,1
tenez,3
déperdition,1
cheftaine,1
modernes,1
pénitentiaires,1
entrainés,2
rester,1
distorsion,1
déploient,1
trahi,1
xixème,2
comment,9
redonner,1
machiavélique,1
nécessaires,3
importation,1
pitoyable,2
occuper,2
remarquer,1
révélées,1
libéral,1
boulogne,1
javier,1
personnellement,10
briser,1
bras,3
bâtisse,1
critique,2
policiers,3
vont,1
wagner,1
acculés,2
cohérence,1
arrivé,1
investissements,1
quelle,1
appartements,2
pierre,2
idéologie,1
ordres,2
antenne,1
virage,1
longtemps,4
sens,4
prononcée,1
hargnes,2
promettant,1
menée,7
législatives,3
supérieure,1
défendez,1
immigrées,1
pouvaient,1
sèchement,1
notions,3
communs,1
explique,5
forme,2
passerane,1
hauteur,1
exportation,3
nuancer,1
groupes,2
ainsi,8
rendait,1
employer,1
juridiques,1
auriez,1
prestations,1
articulées,1
estimions,1
cohabitation,6
taupe,1
origine,5
septennat,3
appel,2
amnistie,2
fonctionner,1
discuter,1
vecchio,1
gauche,60
renvoi,1
rude,1
qualité,9
rejoint,1
constitutionnels,2
menteurs,1
présenté,2
diminuer,1
universel,2
constater,3
sait,22
notamment,1
sais,18
procédé,2
moule,1
diabolisé,1
brigand,1
inadapté,1
bilan,3
vigipirate,1
odieux,1
indécent,1
défaite,1
combat,3
espèce,12
israélien,1
plein,2
réserve,1
public,6
trahison,3
soutiens,1
mots,1
vers,12
fille,1
accueillir,1
nécessités,1
miennes,1
15ème,1
importait,1
