first,second,likelihood_ratio
deuxième,guerre,28.58472318607583
millions,voix,26.32378918098489
bien,évidemment,14.172615916024906
jours,jours,37.46720442351203
certain,nombre,55.562321482490965
vous,savez,61.7257048213196
parle,parle,27.344931083896803
front,national,212.0458416435508
dois,dire,26.948766283974855
aurais,faire,19.593955198930555
guerre,mondiale,36.89303122165514
près,quatre,31.410589052547333
faut,regarder,27.41550654957355
faut,dire,19.529467048958384
quelque,sorte,84.30159411791635
