measure,first,second
4.899966470306035,signale,ailleurs
4.2015137836777665,destin,france
7.3534350522615615,salariés,travailleurs
6.962489783444676,capable,défendre
3.8609188003049972,capable,faire
10.810686384794174,partenaires,européens
11.78691821886122,revendications,communautaristes
6.407590822308466,adhérents,front
14.289418559390406,cabinets,ministériels
13.552452965224202,maurice,allais
5.4276423580924185,nationale,populaire
2.754683376373432,nationale,soit
2.544538015348266,nationale,rien
2.252057502231736,nationale,bien
1.0237058520468203,nationale,français
0.33857918940023524,nationale,plus
5.275863249498936,territoire,national
3.783166084000115,territoire,français
8.66926663020695,subviennent,leurs
7.989023626052685,actuellement,train
12.137415465945356,avortement,confort
9.235341886634615,idéologie,mondialiste
8.62962082574666,idéologie,ultralibérale
12.40044987177915,taxer,taxer
9.049952624695017,conflit,intérêt
8.688954965129064,conflit,intérêts
9.495002693040298,êtes,tombés
7.001962681760183,êtes,train
5.151858112243243,êtes,chômage
4.535644677537647,êtes,situation
1.4329065719483864,êtes,plus
14.38895423294132,regroupement,familial
8.01019491545728,agricole,française
5.108404379286288,agricole,france
7.702578771428579,commissaire,politique
12.815487371057992,jacques,chirac
9.203528137958822,remboursement,intérêts
7.667095531165323,dépit,sens
8.737105252413066,manière,concertée
8.54446017447067,manière,pragmatique
7.72245847644866,manière,générale
7.54446017447067,manière,spectaculaire
6.509139638737679,manière,dont
5.681512926449747,manière,extrêmement
4.9151035543910595,manière,absolument
4.698970123526294,manière,assez
2.727476551215286,manière,plus
2.126607659584767,manière,faire
7.6423599375773374,certains,quartiers
7.630678132529702,certains,secteurs
5.803514729391919,certains,étrangers
2.905394343411132,certains,pays
13.651988638775116,angela,merkel
5.389222616355896,époque,était
9.518785252458805,austérité,imposée
7.590135310281891,emploi,production
6.2781913039671515,emploi,croissance
5.64076138335186,emploi,protection
3.0905643007913817,emploi,pouvoir
1.6821396245841882,emploi,france
1.4861843462429825,emploi,français
11.356055752420694,egypte,tunisie
4.767890819661197,représentent,plus
11.17394134197047,attends,réponses
8.667095531165323,nations,libres
7.972508539269668,nations,européennes
6.281301231967895,nations,monde
6.120607178258803,nations,peuples
6.044658325025502,enfants,petits
1.979121362341317,enfants,france
1.274552140018823,enfants,bien
1.046200489833911,enfants,français
5.7319335839681465,décider,entre
6.072672701195099,étranger,chers
5.352780620387836,étranger,situation
13.722377966666514,diplôme,égal
4.849010758921585,vérité,face
4.1730745981529385,vérité,liberté
3.439961329482337,vérité,français
6.63120707663861,choses,soient
5.482063637332802,choses,peuvent
4.342999599595251,choses,abord
2.4565285452256624,choses,faire
13.262946348029216,chambre,régionale
5.856180881298336,fort,etat
9.796378548110289,réserve,légale
9.422254242097498,certain,montant
9.363360553043927,certain,nombre
3.4622523100294167,certain,temps
8.101791556214636,spectaculaire,prix
9.319792208433922,administration,fiscale
8.745098043166596,vieux,partis
5.0428978671610665,vieux,pays
8.414949441474262,homme,femme
5.429596217438668,homme,homme
5.294436634157032,homme,libre
3.065148850813287,homme,politique
6.646203709942263,différence,entre
5.320111990113363,différence,autres
5.086478500720132,différence,beaucoup
7.21418703610936,misère,monde
9.259671215996352,seconde,guerre
14.137415465945356,immenses,réserves
10.948381641555336,septembre,2010
10.908596775449475,demi,seconde
5.9658216441424265,demi,entre
4.268592911170357,demi,français
7.013294154116169,heures,travail
14.651988638775114,mètre,carré
10.366586419912865,patrimoine,culturel
3.5201316781663206,patrimoine,français
12.495869436857832,nord,calais
9.576700511470879,peur,ventre
5.6940574621090345,peur,peur
3.4945514701170044,peur,peuple
3.0848474151412013,peur,dire
2.32877299802729,peur,faire
7.872503772870891,politique,dissuasive
7.2095387601484635,politique,menée
6.998034654954752,politique,étrangère
6.650111351534445,politique,administratif
6.609469367037095,politique,agricole
6.106969026507912,politique,incarne
5.757026555450954,politique,arabe
5.550575677983531,politique,médiatique
5.194431867758253,politique,absurde
5.065148850813285,politique,ultralibérale
4.984978502129302,politique,internationale
4.757026555450958,politique,ville
4.652173817991333,politique,française
4.1720640547298,politique,monétaire
4.1720640547298,politique,umps
3.806414582413119,politique,austérité
3.3077191540873656,politique,fais
3.117616270707419,politique,économique
3.099914268973963,politique,possible
2.9383917085273445,politique,sociale
2.817221337369702,politique,sens
2.40218383809086,politique,quelque
1.8860928376188468,politique,immigration
1.6381995432912788,politique,crois
1.4378755452341636,politique,entre
1.3444683402345667,politique,aujourd
1.2988565853775675,politique,veux
1.1243109232814312,politique,était
1.104319448093964,politique,nicolas
0.9417664353080042,politique,front
0.9154017313086023,politique,pense
0.7535627001473841,politique,contre
0.653335252408727,politique,faut
0.3753172322381779,politique,suis
-0.12937351436977806,politique,politique
-0.15650731378817895,politique,france
-0.8610765361106765,politique,bien
-1.0894281862955886,politique,français
-1.359517349663335,politique,plus
10.692814652233853,retour,monnaies
9.334360681321378,retour,réel
6.5553111284839165,retour,monnaie
3.3642432837158758,retour,france
4.844699438651823,clairement,suis
2.157561598781612,clairement,français
7.60993845988496,pays,émergents
7.0428978671610665,pays,arabes
7.0428978671610665,pays,maghreb
6.972508539269667,pays,laïc
6.014328714964295,pays,respectent
5.364825962048426,pays,origine
5.160953628682776,pays,européens
4.194900960606118,pays,musulmans
4.168428749244924,pays,étrangers
3.9385612073463303,pays,zone
3.8025835378273563,pays,étranger
3.579101055962365,pays,monde
3.0794237431861813,pays,près
3.0794237431861795,pays,europe
2.9725085392696684,pays,peuvent
2.9309560498251592,pays,dont
2.7245810258260796,pays,conséquent
2.601945669131428,pays,union
2.5193359111040543,pays,crise
2.0794237431861795,pays,millions
1.9854475949771668,pays,enfin
1.9554350259107274,pays,chers
1.3648259620484282,pays,jamais
1.3369199654785433,pays,voilà
1.0564869319090207,pays,immigration
1.0196425148607595,pays,suis
0.869770433680408,pays,plus
0.6166331124589703,pays,était
0.5606949408651083,pays,faut
0.46132065162454694,pays,bien
0.40772392048614137,pays,pense
0.3904113722429017,pays,ailleurs
-0.31465413745701554,pays,pays
-0.5710757202191594,pays,france
11.53651142135518,multiples,reprises
12.160135542445438,collectivités,territoriales
11.107668122551303,collectivités,locales
8.329202052317708,communication,communication
6.543464181996944,sauver,euro
5.396117028529842,sauver,système
9.262946348029216,utilisation,moyens
13.704456058669248,compagnies,pétrolières
9.564525797524775,monopole,marchés
8.9301426986216,assemblée,nationale
10.552452965224198,affaire,karachi
7.874381060111562,affaire,merah
13.137415465945356,donnerai,consigne
11.584874442916579,trafics,bandes
11.626453546667976,contribution,nette
8.791877155875346,contribution,sociale
7.997864113546564,maires,petites
3.20151378367777,maires,france
12.874381060111562,marge,manœuvre
6.201955718140065,besoin,autorité
13.347835245615723,balance,commerciale
11.213315580304613,aide,médicale
6.480837377130719,aide,sociale
7.108404379286288,made,france
5.037979983028942,réservé,français
4.2015137836777665,choisi,france
10.01640006498399,finance,islamique
8.391909200076196,finance,internationale
5.252939646858872,2011,contre
9.60759451941666,peser,baisse
9.067026138053958,peser,baisser
12.067026138053958,compétence,égale
7.870628925250454,faute,moyens
7.48588534828521,mets,place
6.6423599375773374,parviennent,plus
8.630413733181232,doivent,connaître
7.588593557486604,doivent,comprendre
6.093385709523778,doivent,savoir
4.582716991149933,doivent,pouvoir
3.69234148232443,doivent,faire
11.414949441474263,pouvoirs,successifs
9.33006054388775,pouvoirs,publics
11.414949441474262,propres,besoins
7.403722186051009,propres,compatriotes
6.548700830363092,propres,enfants
8.978216871096103,date,hier
9.022632018695504,publique,territoriale
3.966363799048759,publique,etat
1.2500425147985759,publique,plus
4.115491627390595,peux,faire
6.118010066772763,proposé,république
9.0318114454699,toute,série
8.575173041724284,toute,façon
8.394600796082463,toute,circonstance
8.312138635890488,toute,journée
7.08974621455404,toute,entière
7.022632018695502,toute,misère
5.950682176816489,toute,énergie
5.887117048039023,toute,transparence
5.862454993804755,toute,petite
5.527867326945927,toute,action
5.107024205985875,toute,classe
4.565188953151662,toute,histoire
4.441317294989494,toute,mesure
4.3357071070288935,toute,volonté
3.1737246071933924,toute,immigration
2.380650676541215,toute,politique
1.1311244557863702,toute,france
9.135913440780124,sûrement,sûrement
9.211416047389134,échelon,européen
6.6681806722777015,échelon,national
9.64342662527169,dérives,abus
11.528606223269833,payer,rançon
6.080145722453537,payer,intérêts
5.102341468567735,payer,toujours
12.289418559390406,chaussures,armée
8.82756020335857,plutôt,subir
15.874381060111563,copier,coller
7.448116305409464,sécurité,prospérité
6.706649319008317,sécurité,sociale
5.238662939780516,sécurité,première
2.2231499404091863,sécurité,français
1.6311326821540817,sécurité,plus
10.27199148763222,dissolution,assemblée
8.739384391972202,pleine,crise
8.253957564801961,fins,mois
7.423169948279234,allait,changer
4.082133030444165,allait,faire
13.704456058669248,raconter,histoires
13.552452965224198,matières,premières
9.78691821886122,chers,internautes
9.284417878332041,chers,amis
8.562287325328779,chers,compatriotes
9.101791556214636,directeur,campagne
7.590521006057717,entrer,étrangers
11.186325066426303,acte,légal
4.599485278464476,acte,politique
7.335222249003532,résultat,élections
9.4820636373328,devait,apporter
6.24989019520377,déjà,parlé
4.910040192319144,déjà,passé
4.850230797083837,déjà,certain
3.729467946677321,déjà,beaucoup
1.4170001810390254,déjà,faire
4.716613084313542,revanche,faut
7.285416628832907,gestion,argent
8.584874442916577,école,républicaine
5.688325791529515,école,république
8.358104489842672,lutter,contre
9.794007643647541,détourner,yeux
10.236951139496272,emplois,aidés
9.999911942195418,emplois,industriels
2.8860119579498402,emplois,france
2.4199675162408916,emplois,plus
4.816389337352385,caste,pouvoir
4.6574908819000385,caste,politique
6.170477486666897,voté,contre
10.137415465945356,valeurs,traditionnelles
8.815487371057992,valeurs,traditions
8.173941341970467,valeurs,civilisation
7.021938248525421,valeurs,principes
4.603436893943005,valeurs,république
2.371438785120084,valeurs,france
10.557269981521975,conséquence,directe
5.834243578313643,conséquence,choix
9.570600311934461,trompé,porte
8.078882495743745,chef,entreprise
6.311375507049162,chef,etat
9.938397552982718,production,consommation
6.322138921772023,production,française
9.994457512103313,montée,puissance
5.24775940775319,crois,profondément
4.510793813586982,crois,contraire
4.4790849538596476,crois,revanche
4.195291987859056,crois,honnêtement
3.863095557517866,crois,occurrence
3.547319689612097,crois,surtout
3.463488098808625,crois,crois
3.3732902898370494,crois,absolument
3.3360194124832745,crois,faut
3.3302215679451628,crois,beaucoup
3.0339801167214517,crois,question
2.947364474415469,crois,quelque
2.502801022833456,crois,manière
2.3879370658014523,crois,grande
2.2679372896908205,crois,pense
2.01680497291332,crois,soit
1.777680544916386,crois,français
1.6495000844185803,crois,nicolas
1.4432698193899753,crois,ailleurs
1.4042221493889393,crois,aujourd
1.3355353678416293,crois,suis
0.1856632866612813,crois,plus
-0.34829227162977006,crois,france
10.186325066426303,premier,réflexe
9.601362565705145,premier,secrétaire
9.33832815987135,premier,rang
8.501826892154229,premier,tour
8.391909200076196,premier,ministre
7.497025905890409,premier,lieu
7.232128756039428,premier,chef
6.1419309470678485,premier,logement
6.0935679255064485,premier,plan
4.148683447435161,amis,moment
3.291862690493204,amis,pouvoir
2.9817117633821972,amis,front
1.1464724201198067,amis,france
9.751984428751834,mars,2010
7.694195618205947,ancien,président
6.212405075357456,ancien,système
13.067026138053958,réduction,drastique
5.687854091332117,sortir,euro
2.860476865842699,sortir,france
4.20220129579414,imaginez,bien
7.126188210522104,toujours,trompés
6.448116305409464,toujours,menti
5.095599890688675,toujours,mêmes
3.5853289925409584,toujours,plus
1.446239018168793,toujours,politique
1.2192976149135824,toujours,dire
8.732816220184052,nicolas,sarkozy
7.382527963781888,catastrophe,économique
10.844633716717512,renégociation,traités
9.844633716717512,guerre,civile
9.622241295381063,guerre,algérie
8.220142851809717,guerre,mondiale
6.757170875467169,guerre,libye
3.9949679898019426,guerre,entre
3.6814033678492084,guerre,était
5.310072761711238,évidemment,objectif
0.8802732009067746,évidemment,bien
11.564525797524773,compétition,interne
10.91502304460891,sortie,concertée
7.97642358927305,sortie,euro
6.2450244400319495,puisse,dire
9.175483506778876,écoutez,arrêtez
5.2120093828039895,écoutez,simple
4.268592911170357,écoutez,vais
3.791433699983715,écoutez,voilà
3.6781448713654683,écoutez,crois
3.1522281544785713,écoutez,suis
1.9563149863167162,écoutez,faut
14.289418559390406,valises,billets
6.588978841249315,payé,milliards
14.874381060111563,michel,sapin
8.219745031583594,importation,droits
9.058464124550534,réarmement,face
8.404061125331527,train,détruire
8.304525451780615,train,préparer
8.211416047389134,train,tuer
7.123953206138793,train,passer
5.656827195711493,train,vivre
5.2747781083865615,train,mettre
3.9634885339455472,train,faire
2.7195629510594586,train,dire
11.758903842691627,milieu,culturel
11.522705621830145,assurer,pérennité
8.596706203273923,assurer,redressement
7.833406461294256,assurer,sécurité
11.90475470915508,optimisation,fiscale
5.433165963943493,serait,extrêmement
4.602626254465088,serait,évidemment
1.2160951828752395,serait,plus
7.755439987388055,vive,république
6.358681221827519,vive,front
5.610904719815469,vive,france
14.459343560832714,implantation,locale
5.87473332358319,supprimer,toute
10.677983847308058,bénéfice,exclusif
6.719562951059457,bénéfice,grands
9.39594847954421,devant,caméras
9.395948479544208,devant,tribunal
8.495484153095124,devant,tribunaux
7.547951572989259,devant,commission
6.57491862058953,devant,assemblée
2.75594461526509,devant,français
12.37188071958238,métier,enseignant
12.041491045946819,vitales,circulation
9.959497673749514,écurie,présidentielle
7.715771371897082,veux,ecole
5.84130225398094,veux,redonner
5.592914624111549,veux,meilleur
5.464232604901117,veux,dire
5.426264754702098,veux,porter
4.426264754702098,veux,donner
4.426264754702098,veux,école
4.40849005297412,veux,mettre
4.383196032810213,veux,rendre
4.30073387261824,veux,protéger
4.061267937922851,veux,défendre
3.16687812588345,veux,aller
2.7532460773157474,veux,faire
1.9549590357765112,veux,etat
1.876067672141616,veux,plus
1.7370785650789813,veux,bien
0.8566852866803281,veux,france
0.33880191345175703,veux,français
8.434058264421969,logement,social
5.988684686772167,logement,emploi
5.258444955794275,logement,sociale
10.067026138053956,court,terme
13.87438106011156,cumul,mandats
8.967490464503044,privation,liberté
9.66492769448261,ores,déjà
4.175483506778875,bonheur,français
7.4388265434922065,protège,frontières
8.891387485417251,donner,leçons
7.414949441474263,donner,moyens
6.379325531743541,donner,priorité
