word,raw_frequency
vaut,1
démantèlement,1
parti,6
conserver,1
attentif,1
efforts,2
bertrand,1
dévier,1
chaînes,1
comprendre,1
étonnés,1
crèvent,1
détachent,1
compris,2
petit,1
monumentaux,1
engagement,1
modèle,1
rôle,7
internet,7
internes,1
urbanisme,1
reconnais,1
sénat,1
titre,1
détournements,1
remarquera,1
mettait,1
polémique,4
montrent,2
fonction,2
unique,4
rapport,4
effondrement,1
donnent,1
profit,1
détachement,1
religiosité,1
citer,1
électorales,1
parfois,1
pourrait,2
socialement,1
priorités,1
emportera,1
fins,1
bloquer,1
réels,1
garant,1
maintien,1
débat,17
claire,1
victoires,1
surtout,3
clivages,2
marqué,1
phase,2
respect,1
centaines,1
passe,3
félicite,1
immigration,6
occasion,1
autres,10
cantonales,1
vision,2
communauté,2
domaines,1
traité,2
heure,2
économie,3
antisocial,1
européenne,20
mauvaise,1
dite,1
dernière,2
énième,1
transatlantique,1
absolument,1
idéologie,1
logique,3
voudrais,2
réjouis,3
retenus,1
transgresser,1
extrêmement,4
dénigrement,1
algérie,1
dijon,1
naïve,1
imposer,2
panneau,1
socialiste,1
personne,1
injuste,1
virtuels,1
hauteur,1
question,6
peuple,4
total,1
médias,2
adversité,1
critiques,3
sujets,7
intérêts,6
parler,2
anticipé,1
figé,1
antidémocratique,1
ecoutez,1
abandonnée,1
monnaie,2
tabou,1
bouclier,1
différences,1
reims,1
excessive,1
partant,1
beaucoup,5
françois,5
concernant,4
espérance,1
crédibles,1
abrutissement,2
devenus,1
modernité,1
nouvelles,1
trois,5
devenue,3
multiples,1
effet,3
défendrait,1
fédérale,1
démarche,1
acta,1
ennemi,2
acte,2
fusions,1
séparent,1
choisies,1
déceler,1
liberté,6
bipolarisation,1
autorité,1
majorité,4
vœux,1
régalien,1
partage,1
besoin,2
compter,2
continuerons,2
dépassé,2
aligne,1
revers,1
grâce,3
spécialement,1
difficulté,2
atteint,1
reconstruction,1
communication,4
insultante,1
dirigeante,1
permette,1
entendu,2
souveraineté,1
ferme,2
calais,1
derrière,1
assemblée,1
donne,2
villes,3
dirigeants,6
avance,1
actes,1
sortants,1
règles,1
cadre,2
unis,2
bureaucratie,1
plusieurs,2
matière,2
aille,1
compatriotes,3
faute,3
organisée,1
boutoir,1
erreur,1
violemment,1
poursuit,1
partie,1
surreprésenté,1
umps,4
sérieux,1
xxie,1
angleterre,1
tracerons,1
armes,1
gendarmerie,1
responsables,3
partir,3
partis,4
route,1
menton,1
pensent,3
final,1
confrères,1
dimension,2
connaître,1
vient,1
histoire,1
solennelles,1
édictées,1
affrontant,1
aurions,1
