word,raw_frequency
déchets,1
maitrisant,1
africains,2
cran,1
veuillent,1
déni,2
massive,14
compris,48
daubent,1
lecture,1
maladie,1
psychologique,5
concorde,1
résous,1
espérances,1
fini,9
diluée,1
efforts,8
fine,1
strict,1
quittera,1
électorales,5
parfois,51
plaira,1
atteintes,1
plaire,1
fins,7
intime,1
partielle,1
commencera,1
signes,6
supplément,1
figaro,1
automobile,2
maintien,4
accent,1
travaux,2
réellement,10
multipliées,2
luxembourg,1
mauvaises,5
remplacées,1
compagnies,4
fallait,15
exigeant,7
exporte,2
hausse,20
soutenues,1
rhabillent,1
scandalisant,1
distributeurs,2
sordide,2
illisible,1
maîtrisée,1
positions,6
cheveux,1
pitoyables,3
économie,64
perturbant,1
technologies,1
tipp,7
intégralement,5
rendent,2
réjouit,2
retrouvent,3
destin,10
réjouis,4
réjouir,1
buts,1
imposez,1
anonymisés,1
soignable,1
savoir,65
imposer,23
terminerai,1
êtes,57
élargissement,1
sauvés,1
abaisserai,3
annulations,2
stagnante,1
question,64
personnalisée,1
créées,3
refusons,1
entrera,1
parlez,14
maman,1
coutume,1
parler,52
connaissance,4
appelant,2
pénal,1
perdent,4
démocratiques,2
droiture,2
jetées,1
défraichies,2
auparavant,1
patrimoine,17
secondaires,2
semblants,2
espérance,23
mitterrandisme,1
aimé,2
étrangères,6
donateur,1
renouveau,1
fanatiques,2
bernadette,1
publiques,5
retrouvaient,1
autorisation,3
voulez,50
trouillards,1
continuent,7
ennemi,10
patronat,13
sophie,1
mutuelles,2
empathie,1
comptes,12
compter,17
professionnel,2
bouillir,2
absence,11
port,3
nourriture,3
fables,1
kosciusko,9
bassesse,1
avorter,1
résorption,2
amène,1
mystérieux,1
allemande,3
donnant,5
gauchiste,1
production,13
inverser,3
locaux,11
inverses,1
compliment,1
fondatrices,1
aime,18
envisagé,2
scolariser,1
unir,1
unis,19
perspective,5
recherches,1
contredit,1
unit,2
matière,42
cinéma,6
calomnies,1
captés,1
unie,1
reviendrait,1
amendes,2
lisbonne,4
usés,1
enrichissements,1
mondial,4
inconcevable,1
qualifiée,1
instrument,7
récupère,2
camarades,2
appartenir,2
débats,9
prestige,1
infect,1
vivres,1
pertinemment,6
appauvrissement,2
pardonner,1
affectation,2
technique,5
sncf,6
trocadéro,1
ultra,9
organise,5
identitaire,2
atténuer,1
étant,9
areva,2
guyane,1
renforce,4
franche,1
renoncement,9
appuient,2
observateurs,1
lubies,1
impôts,26
dames,2
quotient,3
européiste,3
avion,2
briser,3
écrasé,1
aspiration,1
militaire,4
calomnie,2
régulièrement,8
pastiches,1
choquerait,1
vaincra,1
marisol,1
henin,1
continue,21
perte,15
veniez,1
saccagés,1
ajoutent,1
gestion,12
civilisations,3
affaissement,1
rangés,1
indécent,1
métronome,1
explosion,4
organisé,8
interview,2
monstrueuse,1
permis,21
soixante,2
revenir,27
étonnerait,1
formalité,3
pluralisme,2
créative,1
perversion,1
majeur,6
renforcé,7
alchimistes,2
surendettement,1
aguicher,1
appui,1
urgent,2
privilégiant,1
combatte,1
entrepreneurs,7
urgemment,2
vague,7
violer,1
renoncer,5
seule,107
combattu,2
grèce,36
marquis,2
contorsions,1
paquet,1
exercer,8
cessions,1
revers,2
légion,1
peaux,1
continué,2
rester,20
exister,3
mienne,2
rides,1
strictes,5
plaît,1
rennes,7
séniors,2
exposer,2
endogamie,1
croyez,34
détruisez,4
partirait,2
versement,2
ouvertes,1
trainer,1
ordonnée,1
profiteurs,1
disposition,5
tours,2
pitié,3
date,4
laine,1
monoparentales,1
dati,1
organisme,2
dramatique,11
apprentissage,1
gauche,126
portugaise,1
retenue,2
moyenne,23
partiraient,1
responsabilité,36
principal,3
livrer,1
anticonstitutionnel,1
psychologie,2
raciales,1
longuement,2
détournés,1
fanatique,2
numéro,3
