word,raw_frequency
convaincre,1
démantèlement,2
consulter,1
sacrifices,1
écoute,1
acquis,2
attention,4
nairobi,1
comprendre,1
communistes,9
bénéficie,1
prévaloir,1
comptons,2
compris,16
lépreux,1
petit,6
nouvellement,1
maladie,2
argumentation,1
utiliser,1
circonstances,2
internet,3
poutre,1
représente,2
homosexualité,1
critère,1
orientation,1
privilèges,1
incapable,1
revenant,1
unique,4
rapport,5
attendez,4
donnent,3
efforts,1
pacifique,1
augmenter,4
régler,3
ordre,9
électorales,4
bonnet,2
formes,2
instants,1
mérites,1
fortune,1
réels,1
adresserais,1
intervention,1
reçoit,2
savait,1
figaro,1
ouma,1
mondialisées,1
travaux,3
exaltée,1
mare,2
luxembourg,1
mauvaises,2
amplification,1
horreur,1
néolithique,1
avocat,1
lumière,1
fallait,9
mars,1
passe,4
conquêtes,1
contribuable,1
occasion,4
autres,42
germanophilie,1
strictement,1
révolutionner,1
payer,5
avatars,1
décerveler,1
domaines,3
conseiller,4
traité,4
désignent,1
heure,5
positions,3
ubiquité,1
appartiendrait,1
présentées,1
dits,1
économie,9
targué,1
verte,1
européenne,21
victoire,7
dite,1
soldat,1
ramené,3
rendent,3
logique,3
modeste,5
créneau,1
attendiez,1
1944,1
imprimerie,1
francesa,1
expliqué,1
buts,1
sociétés,5
concurrencés,1
chaussures,1
algérie,1
documentaire,1
imposer,2
unisse,1
trompent,2
socialiste,7
personne,5
membres,1
question,12
unanimité,4
soubassement,1
exerce,2
1430,1
passé,5
dilapidé,2
sujets,6
apprentis,1
parler,14
connaissance,2
modestes,1
littoral,1
racisme,2
iniquité,1
pénal,1
laissées,1
menteur,1
consiste,4
arrivé,1
crédit,1
démocratiques,1
connaît,1
monnaie,1
doublés,1
loué,1
espagnol,1
revêtir,1
indépendance,4
partant,1
perdez,1
messe,1
traite,1
patrimoine,1
classes,2
contraint,2
raté,2
espérance,2
inéligibilité,2
bénéficier,1
humblement,1
prisonnière,1
souscrire,1
partent,1
trois,13
publiques,2
allaient,2
abolies,1
restera,1
autorisation,1
voulez,5
gueules,1
élire,3
dangereuse,1
démarche,6
ennemi,1
abstenir,2
manœuvre,1
catégorie,1
retirée,2
péremptoire,1
bénéfice,2
appliquera,1
majorité,7
renoncement,1
besoin,24
compter,1
nécessité,4
offrir,5
enseignant,1
professionnel,1
jetait,1
euromondialisme,1
hasardeuse,1
souviendra,1
préparez,1
port,4
gare,3
atteint,2
utiles,1
réduit,3
eaux,1
dormir,1
mètre,1
%...,1
disperser,2
express,1
allemands,1
souche,1
ferme,2
arrive,3
assemblée,8
pierre,1
frustré,1
production,1
villes,2
lourde,1
frein,1
seul,15
avance,2
compliment,1
aime,1
chevalements,1
riches,6
unir,1
unis,5
trouver,3
plusieurs,12
unit,1
habits,1
passait,2
cinéma,1
calomnies,1
faute,1
détroit,2
erreur,9
baptisés,1
découragent,1
cortège,1
concussion,1
algériens,1
seules,1
formations,3
qualifiés,2
entré,1
anationaux,1
devais,1
mantilles,1
responsables,1
voterai,1
islamistes,1
correspondent,2
pensent,6
crèvera,1
religion,4
abstenant,1
sollicité,1
limites,1
pérouse,2
connaître,2
histoire,4
perdue,2
repartons,1
institutions,1
camarades,2
claires,1
compagnons,3
associés,1
pièges,2
géographiquement,3
licencient,1
appauvrissement,3
rubrique,1
réalisation,1
compréhensible,1
sncf,1
ancêtres,1
bush,1
ultra,1
naturel,1
greenpeace,1
frimas,1
écot,1
frontières,11
organise,1
dessus,2
galopante,1
franchi,1
étant,3
fruits,1
téléviseurs,1
entier,1
lourdement,4
enfin,16
franche,1
étudiez,1
franchir,1
aurait,10
ecureuil,1
impôts,6
délais,2
aurais,7
chercher,1
expression,2
faveur,8
dames,1
filet,1
nationaux,2
avion,1
européen,8
1956,1
spécifiques,1
york,1
aspiration,1
printemps,1
efficacité,1
disposant,3
confiera,1
généralement,10
géré,1
nationalisée,1
dispersés,1
leader,2
priori,1
navette,1
pologne,1
1951,1
continue,1
premier,8
perte,3
bureaucratique,1
viendront,1
tard,2
précédentes,1
conrart,1
économiques,2
oppression,1
débat,1
maudits,2
tolérable,1
gestion,3
rétablir,1
prison,4
implantation,1
solidarités,2
combien,1
lancer,1
organisé,1
auraient,1
1429,1
lorsque,8
soixante,1
refuser,1
négativement,1
1957,1
boubakeur,3
éloigné,1
suivi,1
inconvénients,1
matériels,1
blessée,2
excentrée,1
établissement,2
diplomatie,1
blessés,1
créant,1
candidat,10
redevient,1
incomparable,1
gouvernants,1
appui,1
déposons,1
épuisante,1
qualificative,1
répondit,1
entrepreneurs,1
existe,5
geste,2
anarchistes,1
couronne,1
traitre,2
affaiblissement,1
götteborg,1
cohérent,2
juridique,2
muselier,7
compensé,1
grèce,1
souhaitais,1
brahmanes,1
grossit,1
souveraine,1
hypothèse,3
expérience,2
éligible,1
aient,2
jeunes,18
tenait,1
rester,4
extérieures,4
antan,1
achevant,1
nues,1
alternativement,1
excellent,2
décide,2
violence,4
amener,3
avaler,1
plaît,1
redoutable,1
triste,1
agriculteurs,2
inattendu,1
sortir,2
allié,2
foire,2
prendront,1
vécue,1
politiques,14
sortie,1
mérite,3
croyez,1
prétexte,1
beau,1
destin,4
immigrés,7
crédits,3
rendre,4
historiens,1
abandonné,1
immigrée,1
aurez,1
sympathie,1
imprimeur,1
trainer,1
passeur,1
individuelle,1
instances,3
résoudre,1
augmenté,2
nuire,1
tours,2
nuisible,1
davos,1
sens,6
cantonales,1
pitié,1
puisse,6
date,5
uniquement,2
inexact,1
justement,14
constatation,2
paradis,1
vinaigre,1
puissent,4
fédéralisme,1
pasqua,1
partisan,2
désindustrialisation,2
mortel,1
gauche,26
soigner,1
retenue,1
numériques,1
candidatures,1
promouvoir,1
excellente,1
découvrir,1
scandale,2
survie,1
politiquement,1
responsabilité,4
souffrances,1
trahissent,1
corée,1
principal,2
principe,4
posaient,1
arbitre,1
réconcilié,1
choix,7
tort,2
vingt,1
répression,1
athéniens,1
livrer,1
constituant,1
dessein,1
amitié,1
réussi,5
semble,10
fanatique,7
intérieure,3
flambeau,1
attitude,1
hugo,1
lesquels,1
intelligence,1
places,1
placer,1
imparable,1
gagné,3
démocratie,1
kadhafi,1
constituent,1
empêchés,1
développer,2
méthodes,1
grande,13
avenir,5
gouvernent,2
lorraine,1
slogan,1
diminuer,1
durablement,1
inscription,1
lumières,1
sorcellerie,1
france,100
réglementairement,1
vertigineux,2
pensée,4
différente,1
sociale,21
ecclésiastiques,1
ristournait,2
sacrifice,1
socialo,11
dossier,10
puisque,29
patati,1
obligé,1
universalité,2
sommes,26
alléluia,1
boostée,1
générer,1
élément,2
approchent,1
kenya,1
démontrerait,1
instrument,1
annuelle,1
rappeler,2
terroristes,1
meilleure,1
salue,2
ganelon,1
restent,1
geôles,1
choisi,2
portait,2
alliés,1
ferais,1
adresser,3
californie,4
ferait,1
maires,3
salut,3
troyes,1
perben,3
concurrents,1
suicidaire,2
basse,1
éducation,4
pavée,1
imprégnés,1
provoque,1
assure,2
constate,4
casquette,1
probablement,3
attendant,1
embarquée,1
aggraver,1
communiquer,1
considérablement,1
pavés,1
noir,1
illégaux,2
citoyens,7
emprunte,1
strasbourg,1
atteinte,1
lobbies,2
bats,2
assurer,2
patronne,1
actions,1
embêter,1
façonnèrent,1
devienne,2
fasse,2
reportées,1
têtes,2
dieux,1
créatures,1
complémentaire,4
imbéciles,2
marques,1
prélèvements,3
gens,40
instant,2
syndicats,4
présenterai,1
roulement,1
municipalités,1
type,2
faussaires,1
chrétien,1
fourvoyer,1
payés,1
signatures,2
poser,2
pauvreté,4
essayer,8
posez,1
entièrement,1
souhaite,3
illusion,1
valoriser,1
universités,1
abrite,1
démoralisé,1
baraque,1
1942,1
1940,1
pastourelle,1
objectifs,2
listes,12
préoccupait,1
aviateur,1
trouveraient,1
menacée,1
blair,1
écoles,3
écoutez,9
bois,1
constaté,2
réaliser,2
porter,3
intrigants,1
exposent,1
paieront,1
technologique,1
handicap,1
coulant,1
clef,1
peur,1
violettes,1
dites,9
konrad,1
audacieuse,1
évader,1
réparer,2
serai,8
disant,8
sida,1
européennes,6
sarkozy,19
venu,3
vent,1
combat,1
participé,1
dantzig,1
mauvais,4
ferai,4
publique,5
démotivants,1
fenêtres,1
nouvelle,3
étrangère,5
jeunesse,13
vendredi,1
marginales,1
parfait,1
défendues,1
étudiées,1
ignobles,1
élémentaire,1
continu,1
dispute,1
caractères,1
risques,2
veuille,4
1939,1
inégalité,1
faisant,5
écouté,1
paysans,3
ministère,2
collégien,1
fondement,1
persistons,1
précèdera,1
verts,1
ristournes,1
séparer,2
arriver,4
conquerront,1
heures,5
montagnes,1
échapper,2
cesse,3
tissu,1
épizootie,1
explicites,1
supprimée,1
dirais,4
coûts,1
épargné,1
coûtera,1
dirait,2
fausse,1
ayant,7
populations,1
domicilié,1
hostile,2
conscience,5
remettre,1
confondons,1
antinationaux,1
coûte,3
résultats,4
cancun,3
parle,8
voisine,1
prend,3
celui,19
religieuses,1
noble,1
méfier,1
1990,1
pyrénées,2
rencontre,1
prisonniers,1
fête,10
surclasse,1
obtenu,1
permettre,5
conviction,1
financement,1
réglementer,1
apparait,1
nommé,1
bourdin,1
cheminots,1
stabilité,1
extraordinaire,4
fourvoyées,1
devenu,2
ordonner,2
charges,1
fusée,1
libérer,5
1998,4
trempée,1
raisonnable,1
rémunérées,1
référendum,2
angoisse,1
causes,3
exaltant,1
harmonieux,1
catastrophiques,2
essaierons,1
suffisant,2
sauver,2
loubards,1
obéi,1
planétisent,1
tribune,1
soignés,1
nécessaire,11
rangé,1
vivre,3
ayons,3
administration,16
craque,1
raisons,9
étonné,1
alain,1
participer,3
parlé,4
outils,1
propagande,3
efficace,2
prendrai,1
tournées,1
seraient,2
pièces,4
chicago,1
docteur,1
facilement,1
féodaux,1
pouvoirs,1
maastricht,1
convenaient,1
couronnes,1
prenons,2
fille,4
propositions,1
churchill,1
apporté,1
perdu,4
quinzaine,1
appuyer,1
volonté,6
problèmes,12
tentée,1
faudra,4
saurait,1
permanence,3
spirituelles,1
violences,1
chiffres,6
éclatant,1
citoyen,2
excepte,1
éducative,1
méritait,1
relativement,3
solidaires,1
héroïque,1
siège,1
souci,1
autorités,1
réservé,2
turcs,1
fondamentale,4
achète,1
remplissais,1
domicile,4
diabolisation,1
gracieux,1
obliger,1
défensifs,1
cessent,1
enlevez,1
éclairer,1
ressort,3
inlassablement,1
dignité,2
agissant,1
bombes,1
voile,6
organismes,3
élaboré,2
attendaient,1
suffi,1
contestation,3
générale,2
bornés,1
contrôlables,1
fiscales,1
difficultés,8
rediscutions,1
reims,1
terminée,1
comète,1
tapé,2
patron,1
contraventions,1
irak,6
férir,1
échanger,1
préféré,3
rejet,1
carreau,1
incompatibles,1
mécanismes,1
tino,2
calédonie,1
part,11
montante,1
cosa,1
promoteurs,1
avez,12
favorisant,1
faisons,2
réunions,1
vraie,1
présenter,8
alarme,1
territoire,3
prévues,1
immoralisés,1
vendue,1
pourraient,3
dynamiques,1
embauche,1
aspirantes,1
berlines,1
comptent,2
pneumonie,1
azur,3
prioritaire,1
cessé,1
exsangues,1
envoyé,1
autorisée,1
fronts,1
quoiqu,2
parties,1
bonheur,2
boomerang,3
décision,3
claironne,1
militez,1
masquer,1
mette,2
judiciaires,1
constructions,1
royaume,1
rencontré,4
capable,1
nécessaires,5
hussein,2
trouvons,2
compromissions,2
journaux,3
voilà,13
apparemment,1
jettent,1
dérisoire,2
barbier,2
aller,4
trouveront,1
draguer,1
relation,1
allez,2
dissoudre,1
électoraux,1
respectés,1
vérité,8
réquisitoire,1
campagne,41
prouvaient,2
pupille,1
croissance,2
exorbitant,1
armes,2
corse,5
voiles,1
respectée,2
guerres,1
productivité,1
reconnu,1
capacité,1
livré,1
inter,1
développées,1
prestations,3
lequel,4
prébende,1
siècles,3
émission,1
unité,3
commando,1
pose,4
bail,8
dépendra,1
triangulaire,1
exact,2
sauf,5
déraper,1
muguet,2
peux,3
scrutin,8
continentale,1
fournissons,1
clientèles,2
regret,2
sécurité,12
souhaitaient,1
campagnes,2
fondamental,1
malheur,1
barrer,4
décline,1
vanté,1
rendant,1
classe,4
pouvoir,26
presse,6
confiance,3
champs,1
entraînés,1
banque,1
crimes,6
défendu,1
exigée,1
printanière,2
défends,4
lèvent,1
faudrait,4
arbalète,1
verticalement,1
routiers,1
italie,1
message,3
immanente,1
détiennent,1
diplôme,1
réalisme,1
frileuse,1
chances,1
patriotique,2
immigrations,1
visite,1
désenclavement,1
appliquent,2
posé,2
dunois,1
boucherie,1
celles,5
attaches,1
national,103
vienne,2
kilomètres,3
balayés,1
piété,1
ressac,2
bénéficié,2
aboutir,1
habitude,5
cinquante,1
xxème,1
progressivement,2
rappelé,1
grandes,7
cassé,2
lutte,7
portés,1
savez,19
grisou,1
devaient,2
péchiney,1
identité,2
repartir,2
intermédiaires,1
aucune,10
parquet,1
proclamé,1
sonnèrent,1
fidèle,1
privant,1
voulu,2
cinq,3
décompte,1
élans,1
servitude,1
wagon,2
véritables,1
bipolarisation,3
petite,4
dangers,2
placés,2
raffarin,13
jeudi,1
libéralisme,1
petits,3
actifs,1
libre,1
contentieuse,2
imprudemment,1
police,3
semée,1
fneca,1
délivre,1
simplement,2
incarne,2
outre,1
trous,1
ignoré,1
jeanne,15
tenu,2
loyer,1
dédiaboliser,1
marginalisation,1
solennité,1
comptes,1
scandaleux,4
madrid,2
accouchement,1
modèle,7
continent,4
peuples,3
aiment,1
heureuse,1
attrait,1
planétisée,1
tranquille,1
questions,1
redondance,1
commencer,2
basée,1
corps,2
dissuader,1
tribunaux,1
conseillers,4
défis,1
mandat,1
terroriste,1
retraités,2
électeurs,24
seigneur,1
semblant,1
entendre,2
richemont,1
auquel,2
aperçoivent,1
hommes,12
grossir,1
coûteuse,1
repose,1
comédiens,1
absence,1
experts,1
complot,3
légal,2
picrocholines,1
médicale,1
lendemain,2
démontré,1
travaillant,2
élites,1
totalitaires,1
maintiens,1
fractures,1
étonne,2
démographique,3
impunément,1
instituant,1
martinez,1
institutionnalisée,1
chez,18
ouverte,1
dumas,1
admirable,1
éclairera,1
autrement,2
trait,1
pèle,1
substituer,1
cohn,1
travaillent,1
construite,1
lieu,2
idéaux,1
lien,1
identique,1
bases,1
domaine,12
approchait,1
risque,4
père,1
dinosaure,1
décidées,1
puissance,2
enseignement,3
importantes,3
croyaient,1
telle,2
veulent,5
prendre,10
officiels,3
texas,1
logo,2
croyant,1
métier,3
contrat,1
ministérielle,1
soigneusement,1
adenauer,1
prestigieux,1
attente,1
tour,14
commerçants,1
mouroirs,1
mouches,1
affrontement,1
dénoncés,1
insertion,1
qualités,1
unedr,1
infâme,3
pressions,1
philippe,1
épaules,1
répare,1
postes,1
présidentielles,7
nombreux,4
infliger,1
expatrier,1
missionnée,1
entendu,1
ouvriers,2
préfets,1
techniques,2
exclusivement,3
commission,2
caracole,1
visé,1
vacances,2
prends,1
dieu,9
vente,1
couter,1
islamiste,1
situant,1
légiférer,1
donnée,3
marchés,1
vitrolles,1
appelait,4
adieu,1
enseignaient,1
soubresauts,2
chapitres,1
électeur,1
progrès,2
amène,1
érosion,1
cache,1
délégations,1
calais,2
manoeuvre,1
chrétienté,1
lire,1
croient,2
circonvenu,1
bruit,1
josé,1
monté,2
précis,2
respecté,1
farinae,1
collègues,1
morts,1
collègue,1
tulle,1
élevé,1
isolés,1
mafias,1
représentés,3
télévision,6
honteux,1
isolée,1
figurant,1
accorde,2
précipice,1
paysanne,3
gogos,1
dise,1
médiatiques,2
victor,1
comptable,1
recours,2
nations,13
recrutements,1
1914,1
intact,1
abandon,2
schengen,1
promise,1
performante,1
vicié,1
proportionnel,1
agression,1
nôtre,1
muette,1
solide,1
prétéritions,1
voter,9
biodiversité,1
bayrou,1
visa,1
maître,1
voyons,6
patience,1
neutralité,3
niémen,1
certainement,4
simple,5
jusqu,8
maire,1
écart,2
détruire,1
souverainisme,1
discrimination,2
adit,1
péril,2
promesse,1
sciences,4
maximum,3
espoir,6
contrôles,1
violé,2
regardent,1
filières,1
modèles,1
studieuse,1
monte,4
voteraient,2
unissait,1
annonçait,1
aucun,9
projet,6
mrap,1
accordé,5
jour,7
indépendant,1
modifications,1
ossa,1
soutien,2
affaiblir,1
souvenirs,1
complexes,1
doté,2
baux,1
coiffures,2
répondrait,1
recherches,1
pensait,1
justes,2
abject,1
prouver,1
syndicat,5
battu,6
locales,2
déferlante,1
matière,3
rues,2
retraites,4
promet,1
indignes,1
réservons,1
garantissaient,1
subissent,1
intervenu,1
garantie,3
désastreuse,1
déclaré,1
italien,1
minute,1
élections,33
déplorables,1
éclairait,1
liste,22
juges,1
soir,5
soit,25
opinion,5
tutelle,1
avaient,7
qualification,1
neiges,1
jean,7
généraux,1
procédure,1
dont,39
preuves,5
fort,1
hémerdingé,1
échecs,1
torrent,1
triplement,1
tribu,1
chaleur,2
auditoire,1
specialement,1
associer,2
dona,1
habitation,1
processus,1
extinction,1
faire,69
illégalement,1
présidais,1
distribuez,1
bendit,1
islamisation,1
abord,22
entamée,1
comporte,1
emploi,7
concurrence,3
exercer,1
duettistes,1
sport,1
golgotha,1
utopie,1
fabriquent,1
guère,1
allait,4
général,6
souvent,4
destruction,1
allé,3
peintes,1
tolérer,1
attend,1
partie,11
enfuient,1
panique,1
nobel,3
obligeant,1
études,1
maréchal,1
grenouille,2
essentiels,1
déclare,1
supplémentaires,2
célébration,1
dispositions,4
malnutritions,1
arracher,1
psychologique,1
résout,1
mettait,2
dirigeant,1
ouvrir,1
extrémistes,1
oublié,1
bonnes,3
amies,1
trahi,2
principales,1
1886,1
cheveux,1
explication,2
militants,2
collectivité,2
savoir,16
factures,3
décadente,1
rémunérations,2
tabous,2
connu,1
budget,6
réputation,1
fidèles,2
étrangères,1
nouvelles,5
droit,16
écrit,1
naguère,1
voulons,4
dizaines,2
engager,2
réelle,3
quelqu,3
renseignement,1
usage,1
règles,2
santé,1
corrompue,1
casser,2
quoi,9
importance,2
brésil,1
passant,3
devait,3
déposer,3
risquaient,1
patatafafa,1
watteau,1
futures,1
délocalisations,2
immortelle,1
cause,9
qualifiée,1
licencier,1
parmi,1
robert,1
représentants,2
mobilise,1
annoncé,3
fournier,1
abonnement,1
quelque,20
longue,1
seule,11
accueilli,2
écrasant,3
rapides,1
politico,1
silicium,1
comptée,1
présenté,3
erronées,1
niveau,7
utopistes,1
vizier,1
retirer,1
seuls,2
virtuelle,1
atypique,1
inquiètent,1
organisme,1
apprentissage,3
dangereuses,2
précisément,1
pieds,4
mouvements,3
outil,1
mineurs,5
garantissons,1
quatre,3
béart,1
trônent,1
promotions,1
provocation,1
différents,2
capital,1
tournait,1
entendus,1
financer,1
grave,4
crises,1
françaises,6
cadeaux,2
venant,1
serait,16
imagination,1
serais,2
relatif,2
honoré,1
statut,1
issus,1
égard,5
progression,3
délimité,1
préparation,1
grosse,2
termes,1
cheval,2
cible,1
grosso,1
exemple,18
solo,1
dépose,1
entrons,2
coût,2
courage,5
vieillissante,1
éditorial,1
terrain,4
fourniture,1
souhaitée,1
paires,1
comprennent,1
présente,1
montée,3
poésie,1
cotisations,2
bobos,1
intégration,2
entendent,1
mitée,1
présents,2
créatrices,1
toléré,1
majoration,1
déçu,1
continuant,1
exactement,4
dire,75
dira,1
poursuite,1
mécanique,1
désertifier,1
liés,1
entreprises,11
criminalité,1
réduits,1
persécutions,1
puissant,1
présent,4
ethnique,1
raclée,1
prétend,2
lutter,3
lanterner,1
choc,1
obéissent,2
support,1
rapprocher,1
logements,1
suffirait,1
vais,14
complices,3
reculer,1
emblématiques,1
traiter,3
gibraltar,2
doublé,1
travailleurs,11
pèserait,1
cherchons,1
imprégné,1
recherche,3
dizaine,1
sinon,4
radicale,1
supprimant,2
constitué,2
fiscalisme,1
conduits,1
versée,1
demande,8
touche,5
prochain,1
portera,1
ramener,2
apporter,1
diminué,1
américaine,3
visas,1
préfèrent,1
soins,1
matin,2
ensemble,11
prime,5
mariage,1
compiègne,1
rapidement,2
sûrs,1
démographiques,1
marxiste,1
vitaliser,1
décennies,6
offrant,1
coûtent,1
avoué,1
victorieux,1
complexe,1
sibériens,1
marche,4
camaraderie,1
retour,3
veux,3
expliquer,1
ressources,2
eglise,2
nationale,22
macé,1
verbal,1
belle,1
délibérément,3
préférence,1
polonais,1
anthony,1
main,1
appartient,2
nombreuses,2
ubuesque,1
parlons,2
laquelle,3
fourni,3
activité,1
logement,2
chômeurs,6
évènements,1
tentant,1
25ans,1
mains,2
attends,4
attendre,1
attendu,1
faible,3
touché,1
négligé,1
frappaient,1
chine,3
demandé,2
natal,1
annoncent,1
dépourvu,1
véritable,5
solidarité,2
après,15
nécessitent,1
école,6
excessive,2
carcérale,1
renoncerai,1
allemand,2
sait,10
chasser,1
affaires,1
dépôt,1
houdin,1
club,1
obérée,1
dois,13
appartenance,1
caché,1
baleinier,1
terres,1
demanderai,2
assemblées,1
libres,2
flèches,1
moyens,9
disproportionnée,1
programme,8
manifestants,1
climatiques,1
restons,1
enthousiasme,2
alcan,1
néanmoins,3
marché,5
inefficace,1
fonctions,1
shanghai,1
sanitaires,1
professionnelle,1
essayant,1
poignant,1
islamiques,1
proclamer,1
journal,1
désignés,1
demandons,2
forts,2
descente,1
législatives,8
signifient,2
peine,5
quittances,1
peurs,1
mille,2
nicolas,1
éléments,3
bronze,1
deniers,1
étudiera,1
révélée,1
essayé,2
mentent,1
saga,1
comte,1
raymond,1
sage,1
pont,2
accoucher,2
aimez,1
ukraine,1
désaffection,1
unifié,1
combattants,2
pratiquent,1
laissent,1
planétarisée,1
bompard,1
laïcité,4
génie,1
plaintes,4
habitent,1
dépend,2
thèse,1
responsable,2
piéger,1
succédé,1
contente,1
rivalités,1
venir,5
abysses,1
prétendent,2
parias,2
exécution,1
cauchon,1
taille,1
positifs,1
cadres,2
midi,5
travers,1
conséquences,4
2007,3
holeindre,1
idée,4
touchait,2
fraudes,1
accepté,1
patriotes,3
perpétuée,1
menaces,1
staline,1
imperméable,1
provocations,1
affiches,1
défendent,2
américains,5
couronnée,1
arrivons,1
laxisme,3
connais,2
tient,1
tiens,3
paille,1
derniers,2
aval,1
stérilisante,1
défendus,1
comté,1
parfois,1
1431,2
nationales,3
ignorent,1
affectif,1
prophétie,1
actualité,2
dorés,1
remue,1
sites,1
préfecture,1
effort,3
frappait,1
justice,7
anniversaire,1
indispensable,1
distance,1
dépenses,2
conditions,8
restrictives,1
bové,1
revenu,8
budgétaire,2
course,2
substitution,1
accord,10
lozère,1
justifier,1
raisonnement,1
respecter,5
continuer,3
montrer,3
jusque,2
assurance,3
1700,3
accueillir,1
tirer,2
exclus,2
maintenir,1
socialistes,3
femmes,4
race,3
éminemment,1
trésors,1
cocotier,1
jurer,1
propose,3
veille,1
écrasante,1
unions,2
prononcer,1
communiste,4
investissement,1
débarquement,1
déclinante,1
prétendument,1
arrogant,1
délit,3
accepte,1
luxe,1
fabius,1
nulle,2
aînée,1
combattre,1
retenons,1
reconnaissent,4
sociales,8
audit,2
bruxelles,8
confiscation,1
représentation,1
attaqués,2
1870,2
acier,1
considère,2
soumission,2
tentation,1
craintes,1
bassorah,1
élargissement,2
existait,1
prêté,1
investissements,1
verrez,1
attaquée,1
vauzelle,6
concourt,1
appelle,6
fassent,2
insécurité,9
évidemment,16
époque,3
invoquer,1
bombardements,1
malthus,1
trappes,1
sanction,2
poker,1
décisions,3
utile,3
eugénie,1
troisième,5
neutraliste,1
extrêmement,4
invitation,1
autant,7
nation,22
intellectuelle,1
alternative,2
gouvernementale,1
totale,1
dangereux,1
compte,12
terme,1
position,9
religieuse,3
ironisait,2
attesté,1
famille,4
islamique,2
mène,3
apprend,2
comprend,1
bourricot,1
ensuite,5
direz,1
batailles,1
place,11
juristes,1
électorale,19
vite,2
exceptionnelle,1
charger,1
projeté,1
cellule,3
massive,1
travaille,1
génère,1
champ,1
turquie,7
frais,2
remontaient,1
europe,42
cessons,1
désintéressent,2
mère,2
courants,2
tapie,1
devront,1
enseigné,1
alpes,3
katowice,1
obsolète,1
2ème,1
viennent,7
déplorable,1
avocats,1
fisc,1
choquant,1
millions,21
naturellement,2
chirac,14
subversion,1
victime,3
durant,1
morale,1
annoncée,1
impôt,10
éreinte,1
récente,2
difficile,2
importe,2
hostiles,1
quant,1
adopter,1
tenir,3
subventionné,1
ceca,1
aggravante,1
hausse,1
minée,1
interocéanique,1
autonome,1
détestable,1
subis,1
gâteau,3
posée,1
oeuvrent,1
électricité,2
normale,1
trades,1
flux,3
perçu,1
andalousie,1
poste,2
ceci,4
figure,3
avisés,1
attendent,1
représenter,3
culturellement,1
barre,2
fêtons,2
injustes,1
maghrébine,1
théologique,1
notariale,1
nourries,1
espagnols,1
placé,1
sourire,1
thaïlande,1
devenir,1
structures,2
croyance,1
pléthorique,2
projets,3
artisans,1
basées,1
culminera,1
personnellement,6
historiquement,2
esprits,2
trompe,1
chargé,1
désigner,2
paca,20
mondial,2
trouve,14
ménages,1
gloire,3
ratification,1
hérétique,1
planétaire,1
jambes,2
contestée,1
considérer,1
dernières,3
champions,1
exécutif,4
discipline,2
humaine,4
irruption,2
éclatante,1
peines,1
etats,7
proprement,1
signifiée,1
souffrir,1
figurais,1
mets,1
crise,3
estimez,1
consisté,1
menacé,2
reste,17
chiffrent,1
xvème,1
vannes,1
commune,4
qaïda,1
particulier,11
lance,1
travailleur,1
hollande,1
réclament,1
hargne,1
rendez,1
rejoignent,1
rmistes,1
remplacer,1
rôle,2
matériellement,1
présidentielle,6
bien,137
censeur,1
otan,2
armée,2
territoriaux,1
masquant,1
réussite,1
anticipons,1
corruption,4
interviews,1
cautère,1
démocratique,2
souhaiter,1
mettant,1
étranger,1
briser,3
heureux,1
washington,1
sots,2
mondialisme,3
instance,1
tant,6
préopinent,1
bévue,2
moral,2
tracts,1
breton,1
trouvé,1
reconduire,1
charge,5
récemment,2
multicolore,1
discours,1
fondamentalement,1
oppositions,2
passionnent,1
favorisé,1
famines,1
témoigner,1
péréquation,1
stable,2
amsterdam,2
promesses,2
laisse,2
proposer,2
important,4
puisqu,19
étonnerait,1
caisses,1
menace,2
inquiète,1
semelle,1
visage,1
commise,2
explosions,1
3000,1
côtes,1
timi,1
souveraineté,4
particulièrement,2
légale,2
salon,1
candidature,3
précède,1
préparé,1
régionales,15
milliard,5
gouvernés,1
feraient,2
mentales,1
alliance,1
venus,5
mégrétiste,2
honorable,1
remonte,1
condamnée,1
souvenez,1
gracieuse,1
calcul,2
merci,4
régionaux,6
accélérer,1
équilibre,3
venue,1
stupide,1
internationaux,2
coeur,4
condamnés,3
soutenu,1
stratosphériques,1
géographique,1
conserver,1
