word,raw_frequency
démantèlement,1
mérité,1
parterre,1
dénigré,1
acquis,4
cigarette,1
africains,3
business,1
aboutissait,1
spéculatif,1
veuillent,1
effacer,1
15000,1
proposition,1
massive,6
compris,19
medef,1
lecture,3
réalisa,1
nouvellement,1
maladie,9
700000,2
fardeaux,1
concorde,2
admiratrice,1
urbanisme,1
venues,2
représente,9
fameux,7
extensibles,1
réunification,1
italiens,1
inégaux,1
espérances,6
follement,1
privilèges,1
obtenir,8
fini,4
intègre,1
déboucherait,1
unique,21
employant,1
obligations,2
inquiétudes,1
respirons,1
efforts,7
pacifique,4
successeurs,1
fine,1
strict,5
indicateurs,1
électorales,4
parfois,20
transmises,3
distinguer,1
peyrelevade,1
comptais,2
fins,1
massacrant,1
intervention,9
sortes,1
signes,1
savait,5
hubris,1
glorieux,3
automobile,8
attraite,1
maintien,3
calculateurs,1
oeuvré,2
travaux,2
cyniquement,1
multipliées,4
luxembourg,4
mauvaises,2
vivement,1
occultés,1
athlète,1
avocat,1
littéraire,1
compagnies,6
fallait,7
exigeant,2
exercé,4
bolchévique,2
soufferts,2
indien,1
dégagée,1
contribuable,1
prélèvement,6
ambroise,1
hausse,11
réclamant,1
mitterrandien,1
autres,92
étend,1
admirée,1
communauté,10
quinze,5
inféodation,1
utilisent,2
bénéficié,1
donneront,1
individualisme,3
fameuses,1
placebo,1
domaines,9
fabricant,1
conseiller,2
verts,6
vertu,5
heure,14
positions,5
postés,1
précisent,1
trésor,4
témoigne,3
land,1
passionner,1
économie,42
passions,1
réservant,3
verte,4
atteinte,4
transmise,1
mortelle,2
spéculateur,1
disciples,2
ramené,1
rendent,2
chic,1
modeste,4
réjouit,1
1940,2
substituant,1
prénom,1
1944,3
1945,5
accompagnent,1
bénéficieraient,1
1949,2
douanier,2
matrice,1
citation,1
grotesques,1
imposer,8
",...,",1
inventions,1
arithmétiquement,1
nécessairement,1
élargissement,1
personne,22
refiler,1
pétition,2
reichshoffen,1
question,32
prospérant,1
gavroches,1
constituaient,1
exerce,2
hexagone,1
freinant,1
critiques,2
sujets,10
angevine,1
parler,19
comptabilisé,1
connaissance,5
accable,2
allée,1
désinformation,2
étatisme,2
cartel,2
fermé,1
perdent,1
crédit,6
caps,1
jouet,1
droiture,1
franchouillard,1
excessive,1
pandémies,1
transférés,1
messe,5
auparavant,3
patrimoine,13
tonitruante,1
contraint,2
semblants,2
modèle,19
oural,1
urnes,2
envisage,1
aimé,4
contagion,1
modernité,1
détermine,2
auchel,1
conforme,4
fermeté,2
nouvelles,5
assistance,3
suspendue,1
plaisir,3
connaisseurs,1
kosovo,3
restera,2
voulez,20
colonisé,1
correct,3
venaient,3
pingouine,1
démarche,5
encouragés,1
conflit,2
ennemi,2
patronat,2
inquisitoriaux,1
fusions,3
empathie,1
stipulent,1
éternel,4
planter,1
coefficient,1
ruissellent,1
protéger,23
comptes,8
compter,9
faciliter,1
offrir,5
dépouillera,1
étroite,1
professionnel,1
réglemente,1
bretelles,1
absence,6
totalitarisme,1
contexte,5
cosmopolites,1
militent,1
port,1
appliquée,2
roumanie,1
lesquelles,8
anniversaires,1
nourriture,2
belligérance,1
bénéficiaire,1
austerlitz,2
archi,1
envolées,1
empiètements,1
placer,1
souveraineté,17
matériel,4
ambigu,1
ferme,8
obtinrent,1
assemblée,16
manières,1
allemande,6
normandie,1
immémorial,1
production,12
mécontentement,2
inverser,2
education,1
lourde,3
locaux,2
renseignement,1
éloignons,1
compliment,2
fondatrices,1
aime,10
bagages,1
obtenaient,1
maltraitance,2
disparaîtront,1
unis,18
perspective,7
trouver,9
baudeigne,1
unit,1
boréal,3
ministères,1
cinéma,2
permettaient,1
toile,3
carte,6
violemment,1
unie,1
reconnaissance,2
algérienne,4
reviendrait,1
quoi,20
prière,2
honneurs,2
algériens,2
amendes,3
traders,1
qualifiés,2
régler,1
horreur,1
responsables,19
atténué,1
mondial,14
sincèrement,2
qualifiée,1
panache,1
kébir,1
